county,precinct,office,district,candidate,party,votes,early_voting,mail,election_day,provisional,other
Volusia,0203 203,Volusia Forever,,No (Against Bonds),,191,77,71,40,3,0
Volusia,0203 203,Volusia Forever,,Over Votes,,0,0,0,0,0,0
Volusia,0203 203,Volusia Forever,,Under Votes,,27,11,11,5,0,0
Volusia,0204 204,President,,Donald J. Trump,REP,441,173,154,114,0,0
Volusia,0204 204,President,,Joseph R. Biden,DEM,185,55,103,27,0,0
Volusia,0204 204,President,,Jo Jorgensen,LPF,5,0,1,4,0,0
Volusia,0204 204,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0,0
Volusia,0204 204,President,,Gloria La Riva,PSL,0,0,0,0,0,0
Volusia,0204 204,President,,Howie Hawkins,GRE,2,1,0,1,0,0
Volusia,0204 204,President,,Don Blankenship,CPF,0,0,0,0,0,0
Volusia,0204 204,President,,WRITE-IN,,4,0,3,1,0,0
Volusia,0204 204,President,,Over Votes,,3,0,3,0,0,0
Volusia,0204 204,President,,Under Votes,,2,0,2,0,0,0
Volusia,0204 204,U.S. House,6,Michael Waltz,REP,423,167,150,106,0,0
Volusia,0204 204,U.S. House,6,Clint Curtis,DEM,190,58,104,28,0,0
Volusia,0204 204,U.S. House,6,WRITE-IN,,1,0,0,1,0,0
Volusia,0204 204,U.S. House,6,Over Votes,,0,0,0,0,0,0
Volusia,0204 204,U.S. House,6,Under Votes,,28,4,12,12,0,0
Volusia,0204 204,State Attorney 7th Judicial Circuit,,R.J. Larizza,REP,373,148,128,97,0,0
Volusia,0204 204,State Attorney 7th Judicial Circuit,,Don Dempsey,,219,65,119,35,0,0
Volusia,0204 204,State Attorney 7th Judicial Circuit,,Over Votes,,0,0,0,0,0,0
Volusia,0204 204,State Attorney 7th Judicial Circuit,,Under Votes,,50,16,19,15,0,0
Volusia,0204 204,State Senate,7,Travis J. Hutson,REP,409,162,146,101,0,0
Volusia,0204 204,State Senate,7,Heather Hunter,DEM,193,58,105,30,0,0
Volusia,0204 204,State Senate,7,WRITE-IN,,2,0,1,1,0,0
Volusia,0204 204,State Senate,7,Over Votes,,1,0,0,1,0,0
Volusia,0204 204,State Senate,7,Under Votes,,37,9,14,14,0,0
Volusia,0204 204,State House,26,Elizabeth Fetterhoff,REP,430,171,154,105,0,0
Volusia,0204 204,State House,26,Patrick Henry,DEM,184,53,101,30,0,0
Volusia,0204 204,State House,26,Over Votes,,0,0,0,0,0,0
Volusia,0204 204,State House,26,Under Votes,,28,5,11,12,0,0
Volusia,0204 204,Supreme Court - Carlos G. Muniz,,Yes,,397,162,151,84,0,0
Volusia,0204 204,Supreme Court - Carlos G. Muniz,,No,,142,40,67,35,0,0
Volusia,0204 204,Supreme Court - Carlos G. Muniz,,Over Votes,,0,0,0,0,0,0
Volusia,0204 204,Supreme Court - Carlos G. Muniz,,Under Votes,,103,27,48,28,0,0
Volusia,0204 204,5th Dist Crt of Appeal - Evander,,Yes,,408,152,165,91,0,0
Volusia,0204 204,5th Dist Crt of Appeal - Evander,,No,,120,43,53,24,0,0
Volusia,0204 204,5th Dist Crt of Appeal - Evander,,Over Votes,,0,0,0,0,0,0
Volusia,0204 204,5th Dist Crt of Appeal - Evander,,Under Votes,,114,34,48,32,0,0
Volusia,0204 204,5th Dist Crt of Appeal - Grosshans,,Yes,,395,150,159,86,0,0
Volusia,0204 204,5th Dist Crt of Appeal - Grosshans,,No,,134,46,61,27,0,0
Volusia,0204 204,5th Dist Crt of Appeal - Grosshans,,Over Votes,,0,0,0,0,0,0
Volusia,0204 204,5th Dist Crt of Appeal - Grosshans,,Under Votes,,113,33,46,34,0,0
Volusia,0204 204,5th Dist Crt of Appeal - Harris,,Yes,,404,151,160,93,0,0
Volusia,0204 204,5th Dist Crt of Appeal - Harris,,No,,128,45,64,19,0,0
Volusia,0204 204,5th Dist Crt of Appeal - Harris,,Over Votes,,0,0,0,0,0,0
Volusia,0204 204,5th Dist Crt of Appeal - Harris,,Under Votes,,110,33,42,35,0,0
Volusia,0204 204,5th Dist Crt of Appeal - Orfinger,,Yes,,399,144,169,86,0,0
Volusia,0204 204,5th Dist Crt of Appeal - Orfinger,,No,,127,47,54,26,0,0
Volusia,0204 204,5th Dist Crt of Appeal - Orfinger,,Over Votes,,0,0,0,0,0,0
Volusia,0204 204,5th Dist Crt of Appeal - Orfinger,,Under Votes,,116,38,43,35,0,0
Volusia,0204 204,5th Dist Crt of Appeal - Sasso,,Yes,,393,151,160,82,0,0
Volusia,0204 204,5th Dist Crt of Appeal - Sasso,,No,,133,42,61,30,0,0
Volusia,0204 204,5th Dist Crt of Appeal - Sasso,,Over Votes,,0,0,0,0,0,0
Volusia,0204 204,5th Dist Crt of Appeal - Sasso,,Under Votes,,116,36,45,35,0,0
Volusia,0204 204,5th Dist Crt of Appeal - Wallis,,Yes,,404,148,169,87,0,0
Volusia,0204 204,5th Dist Crt of Appeal - Wallis,,No,,125,44,55,26,0,0
Volusia,0204 204,5th Dist Crt of Appeal - Wallis,,Over Votes,,0,0,0,0,0,0
Volusia,0204 204,5th Dist Crt of Appeal - Wallis,,Under Votes,,113,37,42,34,0,0
Volusia,0204 204,Circuit Judge,,Joan Anthony,,265,94,120,51,0,0
Volusia,0204 204,Circuit Judge,,Dan Hilbert,,272,106,99,67,0,0
Volusia,0204 204,Circuit Judge,,Over Votes,,2,1,0,1,0,0
Volusia,0204 204,Circuit Judge,,Under Votes,,103,28,47,28,0,0
Volusia,0204 204,County Council Chair,,Jeff Brower,,386,143,148,95,0,0
Volusia,0204 204,County Council Chair,,"Deborah A. ""Deb"" Denys",,170,62,79,29,0,0
Volusia,0204 204,County Council Chair,,Over Votes,,0,0,0,0,0,0
Volusia,0204 204,County Council Chair,,Under Votes,,86,24,39,23,0,0
Volusia,0204 204,County Council Member District 4,,Barbara Bonarrigo,,207,89,73,45,0,0
Volusia,0204 204,County Council Member District 4,,Heather Post,,302,99,138,65,0,0
Volusia,0204 204,County Council Member District 4,,Over Votes,,0,0,0,0,0,0
Volusia,0204 204,County Council Member District 4,,Under Votes,,98,31,40,27,0,0
Volusia,0204 204,Soil & Water Conservation Seat 2,,John Nelson,,385,155,138,92,0,0
Volusia,0204 204,Soil & Water Conservation Seat 2,,Wesley Wayne Wilson Jr,,135,39,70,26,0,0
Volusia,0204 204,Soil & Water Conservation Seat 2,,Over Votes,,0,0,0,0,0,0
Volusia,0204 204,Soil & Water Conservation Seat 2,,Under Votes,,122,35,58,29,0,0
Volusia,0204 204,Soil & Water Conservation Seat 4,,Wendy Anderson,,263,99,111,53,0,0
Volusia,0204 204,Soil & Water Conservation Seat 4,,Barbara Deering,,273,101,104,68,0,0
Volusia,0204 204,Soil & Water Conservation Seat 4,,Over Votes,,0,0,0,0,0,0
Volusia,0204 204,Soil & Water Conservation Seat 4,,Under Votes,,106,29,51,26,0,0
Volusia,0204 204,WVHA - Group A Seat,,Judy Craig,,256,88,116,52,0,0
Volusia,0204 204,WVHA - Group A Seat,,John M. Hill,,293,114,109,70,0,0
Volusia,0204 204,WVHA - Group A Seat,,Over Votes,,0,0,0,0,0,0
Volusia,0204 204,WVHA - Group A Seat,,Under Votes,,93,27,41,25,0,0
Volusia,0204 204,WVHA - Group B Seat,,Jennifer Lee Coen,,284,100,130,54,0,0
Volusia,0204 204,WVHA - Group B Seat,,Michael Lee Ray,,252,99,88,65,0,0
Volusia,0204 204,WVHA - Group B Seat,,Over Votes,,0,0,0,0,0,0
Volusia,0204 204,WVHA - Group B Seat,,Under Votes,,106,30,48,28,0,0
Volusia,0204 204,Amendment 1 - Citzenship Requirement,,Yes,,526,187,211,128,0,0
Volusia,0204 204,Amendment 1 - Citzenship Requirement,,No,,86,32,43,11,0,0
Volusia,0204 204,Amendment 1 - Citzenship Requirement,,Over Votes,,0,0,0,0,0,0
Volusia,0204 204,Amendment 1 - Citzenship Requirement,,Under Votes,,30,10,12,8,0,0
Volusia,0204 204,Amendment 2 - Minimum Wage,,Yes,,285,91,147,47,0,0
Volusia,0204 204,Amendment 2 - Minimum Wage,,No,,334,129,112,93,0,0
Volusia,0204 204,Amendment 2 - Minimum Wage,,Over Votes,,0,0,0,0,0,0
Volusia,0204 204,Amendment 2 - Minimum Wage,,Under Votes,,23,9,7,7,0,0
Volusia,0204 204,Amendment 3 - Primary Elections,,Yes,,290,88,147,55,0,0
Volusia,0204 204,Amendment 3 - Primary Elections,,No,,316,134,104,78,0,0
Volusia,0204 204,Amendment 3 - Primary Elections,,Over Votes,,0,0,0,0,0,0
Volusia,0204 204,Amendment 3 - Primary Elections,,Under Votes,,36,7,15,14,0,0
Volusia,0204 204,Amendment 4 - Apprl Const. Amendment,,Yes,,325,127,120,78,0,0
Volusia,0204 204,Amendment 4 - Apprl Const. Amendment,,No,,271,89,127,55,0,0
Volusia,0204 204,Amendment 4 - Apprl Const. Amendment,,Over Votes,,1,1,0,0,0,0
Volusia,0204 204,Amendment 4 - Apprl Const. Amendment,,Under Votes,,45,12,19,14,0,0
Volusia,0204 204,Amendment 5 - Homestead,,Property Taxes,,,,,,,
Volusia,0204 204,Amendment 5 - Homestead,,Yes,,445,163,181,101,0,0
Volusia,0204 204,Amendment 5 - Homestead,,No,,150,53,66,31,0,0
Volusia,0204 204,Amendment 5 - Homestead,,Over Votes,,1,1,0,0,0,0
Volusia,0204 204,Amendment 5 - Homestead,,Under Votes,,46,12,19,15,0,0
Volusia,0204 204,Amendment 6 - Ad Valorem Tax Discount,,Yes,,521,188,213,120,0,0
Volusia,0204 204,Amendment 6 - Ad Valorem Tax Discount,,No,,83,32,36,15,0,0
Volusia,0204 204,Amendment 6 - Ad Valorem Tax Discount,,Over Votes,,1,0,0,1,0,0
Volusia,0204 204,Amendment 6 - Ad Valorem Tax Discount,,Under Votes,,37,9,17,11,0,0
Volusia,0204 204,Volusia ECHO,,Yes (For Bonds),,403,135,194,74,0,0
Volusia,0204 204,Volusia ECHO,,No (Against Bonds),,194,83,56,55,0,0
Volusia,0204 204,Volusia ECHO,,Over Votes,,1,0,0,1,0,0
Volusia,0204 204,Volusia ECHO,,Under Votes,,44,11,16,17,0,0
Volusia,0204 204,Volusia Forever,,Yes (For Bonds),,421,140,201,80,0,0
Volusia,0204 204,Volusia Forever,,No (Against Bonds),,185,79,51,55,0,0
Volusia,0204 204,Volusia Forever,,Over Votes,,0,0,0,0,0,0
Volusia,0204 204,Volusia Forever,,Under Votes,,36,10,14,12,0,0
Volusia,0205 205,President,,Donald J. Trump,REP,1031,371,348,311,1,0
Volusia,0205 205,President,,Joseph R. Biden,DEM,552,142,331,79,0,0
Volusia,0205 205,President,,Jo Jorgensen,LPF,15,2,7,6,0,0
Volusia,0205 205,President,,"Roque ""Rocky"" De La Fuente",REF,3,0,2,1,0,0
Volusia,0205 205,President,,Gloria La Riva,PSL,0,0,0,0,0,0
Volusia,0205 205,President,,Howie Hawkins,GRE,2,1,1,0,0,0
Volusia,0205 205,President,,Don Blankenship,CPF,0,0,0,0,0,0
Volusia,0205 205,President,,WRITE-IN,,2,0,2,0,0,0
Volusia,0205 205,President,,Over Votes,,2,0,2,0,0,0
Volusia,0205 205,President,,Under Votes,,2,0,2,0,0,0
Volusia,0205 205,U.S. House,6,Michael Waltz,REP,1039,367,369,302,1,0
Volusia,0205 205,U.S. House,6,Clint Curtis,DEM,503,135,295,73,0,0
Volusia,0205 205,U.S. House,6,WRITE-IN,,1,0,1,0,0,0
Volusia,0205 205,U.S. House,6,Over Votes,,1,1,0,0,0,0
Volusia,0205 205,U.S. House,6,Under Votes,,65,13,30,22,0,0
Volusia,0205 205,State Attorney 7th Judicial Circuit,,R.J. Larizza,REP,940,332,339,268,1,0
Volusia,0205 205,State Attorney 7th Judicial Circuit,,Don Dempsey,,564,157,307,100,0,0
Volusia,0205 205,State Attorney 7th Judicial Circuit,,Over Votes,,0,0,0,0,0,0
Volusia,0205 205,State Attorney 7th Judicial Circuit,,Under Votes,,105,27,49,29,0,0
Volusia,0205 205,State House,26,Elizabeth Fetterhoff,REP,1031,365,370,295,1,0
Volusia,0205 205,State House,26,Patrick Henry,DEM,509,135,294,80,0,0
Volusia,0205 205,State House,26,Over Votes,,1,1,0,0,0,0
Volusia,0205 205,State House,26,Under Votes,,68,15,31,22,0,0
Volusia,0205 205,Supreme Court - Carlos G. Muniz,,Yes,,934,314,380,239,1,0
Volusia,0205 205,Supreme Court - Carlos G. Muniz,,No,,423,120,209,94,0,0
Volusia,0205 205,Supreme Court - Carlos G. Muniz,,Over Votes,,1,0,0,1,0,0
Volusia,0205 205,Supreme Court - Carlos G. Muniz,,Under Votes,,251,82,106,63,0,0
Volusia,0205 205,5th Dist Crt of Appeal - Evander,,Yes,,977,305,424,247,1,0
Volusia,0205 205,5th Dist Crt of Appeal - Evander,,No,,360,121,158,81,0,0
Volusia,0205 205,5th Dist Crt of Appeal - Evander,,Over Votes,,2,1,1,0,0,0
Volusia,0205 205,5th Dist Crt of Appeal - Evander,,Under Votes,,270,89,112,69,0,0
Volusia,0205 205,5th Dist Crt of Appeal - Grosshans,,Yes,,940,305,386,248,1,0
Volusia,0205 205,5th Dist Crt of Appeal - Grosshans,,No,,393,118,195,80,0,0
Volusia,0205 205,5th Dist Crt of Appeal - Grosshans,,Over Votes,,0,0,0,0,0,0
Volusia,0205 205,5th Dist Crt of Appeal - Grosshans,,Under Votes,,276,93,114,69,0,0
Volusia,0205 205,5th Dist Crt of Appeal - Harris,,Yes,,982,320,411,250,1,0
Volusia,0205 205,5th Dist Crt of Appeal - Harris,,No,,348,102,169,77,0,0
Volusia,0205 205,5th Dist Crt of Appeal - Harris,,Over Votes,,1,0,0,1,0,0
Volusia,0205 205,5th Dist Crt of Appeal - Harris,,Under Votes,,278,94,115,69,0,0
Volusia,0205 205,5th Dist Crt of Appeal - Orfinger,,Yes,,981,321,416,243,1,0
Volusia,0205 205,5th Dist Crt of Appeal - Orfinger,,No,,353,108,163,82,0,0
Volusia,0205 205,5th Dist Crt of Appeal - Orfinger,,Over Votes,,0,0,0,0,0,0
Volusia,0205 205,5th Dist Crt of Appeal - Orfinger,,Under Votes,,275,87,116,72,0,0
Volusia,0205 205,5th Dist Crt of Appeal - Sasso,,Yes,,922,311,378,232,1,0
Volusia,0205 205,5th Dist Crt of Appeal - Sasso,,No,,386,107,189,90,0,0
Volusia,0205 205,5th Dist Crt of Appeal - Sasso,,Over Votes,,0,0,0,0,0,0
Volusia,0205 205,5th Dist Crt of Appeal - Sasso,,Under Votes,,301,98,128,75,0,0
Volusia,0205 205,5th Dist Crt of Appeal - Wallis,,Yes,,946,311,393,241,1,0
Volusia,0205 205,5th Dist Crt of Appeal - Wallis,,No,,370,112,178,80,0,0
Volusia,0205 205,5th Dist Crt of Appeal - Wallis,,Over Votes,,0,0,0,0,0,0
Volusia,0205 205,5th Dist Crt of Appeal - Wallis,,Under Votes,,293,93,124,76,0,0
Volusia,0205 205,Circuit Judge,,Joan Anthony,,700,210,335,154,1,0
Volusia,0205 205,Circuit Judge,,Dan Hilbert,,634,234,245,155,0,0
Volusia,0205 205,Circuit Judge,,Over Votes,,2,0,0,2,0,0
Volusia,0205 205,Circuit Judge,,Under Votes,,273,72,115,86,0,0
Volusia,0205 205,County Council Chair,,Jeff Brower,,898,327,321,249,1,0
Volusia,0205 205,County Council Chair,,"Deborah A. ""Deb"" Denys",,520,140,281,99,0,0
Volusia,0205 205,County Council Chair,,Over Votes,,1,0,0,1,0,0
Volusia,0205 205,County Council Chair,,Under Votes,,190,49,93,48,0,0
Volusia,0205 205,Soil & Water Conservation Seat 2,,John Nelson,,1008,356,402,250,0,0
Volusia,0205 205,Soil & Water Conservation Seat 2,,Wesley Wayne Wilson Jr,,312,90,150,71,1,0
Volusia,0205 205,Soil & Water Conservation Seat 2,,Over Votes,,0,0,0,0,0,0
Volusia,0205 205,Soil & Water Conservation Seat 2,,Under Votes,,289,70,143,76,0,0
Volusia,0205 205,Soil & Water Conservation Seat 4,,Wendy Anderson,,729,200,356,172,1,0
Volusia,0205 205,Soil & Water Conservation Seat 4,,Barbara Deering,,611,254,206,151,0,0
Volusia,0205 205,Soil & Water Conservation Seat 4,,Over Votes,,0,0,0,0,0,0
Volusia,0205 205,Soil & Water Conservation Seat 4,,Under Votes,,269,62,133,74,0,0
Volusia,0205 205,WVHA - Group A Seat,,Judy Craig,,685,200,327,158,0,0
Volusia,0205 205,WVHA - Group A Seat,,John M. Hill,,682,257,254,170,1,0
Volusia,0205 205,WVHA - Group A Seat,,Over Votes,,0,0,0,0,0,0
Volusia,0205 205,WVHA - Group A Seat,,Under Votes,,242,59,114,69,0,0
Volusia,0205 205,WVHA - Group B Seat,,Jennifer Lee Coen,,749,211,387,150,1,0
Volusia,0205 205,WVHA - Group B Seat,,Michael Lee Ray,,593,236,186,171,0,0
Volusia,0205 205,WVHA - Group B Seat,,Over Votes,,1,1,0,0,0,0
Volusia,0205 205,WVHA - Group B Seat,,Under Votes,,266,68,122,76,0,0
Volusia,0205 205,Amendment 1 - Citzenship Requirement,,Yes,,1293,432,523,337,1,0
Volusia,0205 205,Amendment 1 - Citzenship Requirement,,No,,261,74,146,41,0,0
Volusia,0205 205,Amendment 1 - Citzenship Requirement,,Over Votes,,1,0,0,1,0,0
Volusia,0205 205,Amendment 1 - Citzenship Requirement,,Under Votes,,54,10,26,18,0,0
Volusia,0205 205,Amendment 2 - Minimum Wage,,Yes,,681,186,368,126,1,0
Volusia,0205 205,Amendment 2 - Minimum Wage,,No,,877,317,304,256,0,0
Volusia,0205 205,Amendment 2 - Minimum Wage,,Over Votes,,2,0,0,2,0,0
Volusia,0205 205,Amendment 2 - Minimum Wage,,Under Votes,,49,13,23,13,0,0
Volusia,0205 205,Amendment 3 - Primary Elections,,Yes,,760,191,378,190,1,0
Volusia,0205 205,Amendment 3 - Primary Elections,,No,,751,295,275,181,0,0
Volusia,0205 205,Amendment 3 - Primary Elections,,Over Votes,,0,0,0,0,0,0
Volusia,0205 205,Amendment 3 - Primary Elections,,Under Votes,,98,30,42,26,0,0
Volusia,0205 205,Amendment 4 - Apprl Const. Amendment,,Yes,,831,309,292,229,1,0
Volusia,0205 205,Amendment 4 - Apprl Const. Amendment,,No,,665,172,356,137,0,0
Volusia,0205 205,Amendment 4 - Apprl Const. Amendment,,Over Votes,,1,1,0,0,0,0
Volusia,0205 205,Amendment 4 - Apprl Const. Amendment,,Under Votes,,112,34,47,31,0,0
Volusia,0205 205,Amendment 5 - Homestead,,Property Taxes,,,,,,,
Volusia,0205 205,Amendment 5 - Homestead,,Yes,,1090,373,424,292,1,0
Volusia,0205 205,Amendment 5 - Homestead,,No,,385,105,206,74,0,0
Volusia,0205 205,Amendment 5 - Homestead,,Over Votes,,0,0,0,0,0,0
Volusia,0205 205,Amendment 5 - Homestead,,Under Votes,,134,38,65,31,0,0
Volusia,0205 205,Amendment 6 - Ad Valorem Tax Discount,,Yes,,1337,437,561,338,1,0
Volusia,0205 205,Amendment 6 - Ad Valorem Tax Discount,,No,,184,52,97,35,0,0
Volusia,0205 205,Amendment 6 - Ad Valorem Tax Discount,,Over Votes,,0,0,0,0,0,0
Volusia,0205 205,Amendment 6 - Ad Valorem Tax Discount,,Under Votes,,88,27,37,24,0,0
Volusia,0205 205,Volusia ECHO,,Yes (For Bonds),,1039,295,490,253,1,0
Volusia,0205 205,Volusia ECHO,,No (Against Bonds),,454,189,154,111,0,0
Volusia,0205 205,Volusia ECHO,,Over Votes,,1,0,1,0,0,0
Volusia,0205 205,Volusia ECHO,,Under Votes,,115,32,50,33,0,0
Volusia,0205 205,Volusia Forever,,Yes (For Bonds),,1089,304,519,265,1,0
Volusia,0205 205,Volusia Forever,,No (Against Bonds),,414,180,132,102,0,0
Volusia,0205 205,Volusia Forever,,Over Votes,,0,0,0,0,0,0
Volusia,0205 205,Volusia Forever,,Under Votes,,106,32,44,30,0,0
Volusia,0206 206,President,,Donald J. Trump,REP,1292,497,479,314,2,0
Volusia,0206 206,President,,Joseph R. Biden,DEM,874,242,512,118,2,0
Volusia,0206 206,President,,Jo Jorgensen,LPF,18,3,8,7,0,0
Volusia,0206 206,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0,0
Volusia,0206 206,President,,Gloria La Riva,PSL,2,1,1,0,0,0
Volusia,0206 206,President,,Howie Hawkins,GRE,6,0,6,0,0,0
Volusia,0206 206,President,,Don Blankenship,CPF,1,0,1,0,0,0
Volusia,0206 206,President,,WRITE-IN,,5,1,0,4,0,0
Volusia,0206 206,President,,Over Votes,,4,1,1,2,0,0
Volusia,0206 206,President,,Under Votes,,5,0,5,0,0,0
Volusia,0206 206,U.S. House,6,Michael Waltz,REP,1324,496,512,314,2,0
Volusia,0206 206,U.S. House,6,Clint Curtis,DEM,804,230,462,111,1,0
Volusia,0206 206,U.S. House,6,WRITE-IN,,3,1,1,1,0,0
Volusia,0206 206,U.S. House,6,Over Votes,,0,0,0,0,0,0
Volusia,0206 206,U.S. House,6,Under Votes,,76,18,38,19,1,0
Volusia,0206 206,State Attorney 7th Judicial Circuit,,R.J. Larizza,REP,1154,446,441,265,2,0
Volusia,0206 206,State Attorney 7th Judicial Circuit,,Don Dempsey,,912,260,496,155,1,0
Volusia,0206 206,State Attorney 7th Judicial Circuit,,Over Votes,,2,0,0,2,0,0
Volusia,0206 206,State Attorney 7th Judicial Circuit,,Under Votes,,139,39,76,23,1,0
Volusia,0206 206,State House,26,Elizabeth Fetterhoff,REP,1332,498,516,316,2,0
Volusia,0206 206,State House,26,Patrick Henry,DEM,795,225,457,112,1,0
Volusia,0206 206,State House,26,Over Votes,,0,0,0,0,0,0
Volusia,0206 206,State House,26,Under Votes,,80,22,40,17,1,0
Volusia,0206 206,Supreme Court - Carlos G. Muniz,,Yes,,1243,448,545,248,2,0
Volusia,0206 206,Supreme Court - Carlos G. Muniz,,No,,565,183,283,99,0,0
Volusia,0206 206,Supreme Court - Carlos G. Muniz,,Over Votes,,0,0,0,0,0,0
Volusia,0206 206,Supreme Court - Carlos G. Muniz,,Under Votes,,399,114,185,98,2,0
Volusia,0206 206,5th Dist Crt of Appeal - Evander,,Yes,,1317,436,645,235,1,0
Volusia,0206 206,5th Dist Crt of Appeal - Evander,,No,,475,187,178,109,1,0
Volusia,0206 206,5th Dist Crt of Appeal - Evander,,Over Votes,,2,2,0,0,0,0
Volusia,0206 206,5th Dist Crt of Appeal - Evander,,Under Votes,,413,120,190,101,2,0
Volusia,0206 206,5th Dist Crt of Appeal - Grosshans,,Yes,,1287,449,596,241,1,0
Volusia,0206 206,5th Dist Crt of Appeal - Grosshans,,No,,500,171,225,103,1,0
Volusia,0206 206,5th Dist Crt of Appeal - Grosshans,,Over Votes,,1,1,0,0,0,0
Volusia,0206 206,5th Dist Crt of Appeal - Grosshans,,Under Votes,,419,124,192,101,2,0
Volusia,0206 206,5th Dist Crt of Appeal - Harris,,Yes,,1324,452,618,253,1,0
Volusia,0206 206,5th Dist Crt of Appeal - Harris,,No,,466,168,204,93,1,0
Volusia,0206 206,5th Dist Crt of Appeal - Harris,,Over Votes,,1,0,0,1,0,0
Volusia,0206 206,5th Dist Crt of Appeal - Harris,,Under Votes,,416,125,191,98,2,0
Volusia,0206 206,5th Dist Crt of Appeal - Orfinger,,Yes,,1340,425,674,240,1,0
Volusia,0206 206,5th Dist Crt of Appeal - Orfinger,,No,,471,196,169,105,1,0
Volusia,0206 206,5th Dist Crt of Appeal - Orfinger,,Over Votes,,0,0,0,0,0,0
Volusia,0206 206,5th Dist Crt of Appeal - Orfinger,,Under Votes,,396,124,170,100,2,0
Volusia,0206 206,5th Dist Crt of Appeal - Sasso,,Yes,,1276,443,580,252,1,0
Volusia,0206 206,5th Dist Crt of Appeal - Sasso,,No,,496,171,232,92,1,0
Volusia,0206 206,5th Dist Crt of Appeal - Sasso,,Over Votes,,1,1,0,0,0,0
Volusia,0206 206,5th Dist Crt of Appeal - Sasso,,Under Votes,,434,130,201,101,2,0
Volusia,0206 206,5th Dist Crt of Appeal - Wallis,,Yes,,1307,439,629,237,2,0
Volusia,0206 206,5th Dist Crt of Appeal - Wallis,,No,,465,175,187,103,0,0
Volusia,0206 206,5th Dist Crt of Appeal - Wallis,,Over Votes,,0,0,0,0,0,0
Volusia,0206 206,5th Dist Crt of Appeal - Wallis,,Under Votes,,435,131,197,105,2,0
Volusia,0206 206,Circuit Judge,,Joan Anthony,,1014,315,525,173,1,0
Volusia,0206 206,Circuit Judge,,Dan Hilbert,,801,321,307,172,1,0
Volusia,0206 206,Circuit Judge,,Over Votes,,0,0,0,0,0,0
Volusia,0206 206,Circuit Judge,,Under Votes,,392,109,181,100,2,0
Volusia,0206 206,County Council Chair,,Jeff Brower,,1210,449,503,257,1,0
Volusia,0206 206,County Council Chair,,"Deborah A. ""Deb"" Denys",,728,220,376,130,2,0
Volusia,0206 206,County Council Chair,,Over Votes,,1,1,0,0,0,0
Volusia,0206 206,County Council Chair,,Under Votes,,268,75,134,58,1,0
Volusia,0206 206,Soil & Water Conservation Seat 2,,John Nelson,,1314,473,576,263,2,0
Volusia,0206 206,Soil & Water Conservation Seat 2,,Wesley Wayne Wilson Jr,,420,141,201,78,0,0
Volusia,0206 206,Soil & Water Conservation Seat 2,,Over Votes,,0,0,0,0,0,0
Volusia,0206 206,Soil & Water Conservation Seat 2,,Under Votes,,473,131,236,104,2,0
Volusia,0206 206,Soil & Water Conservation Seat 4,,Wendy Anderson,,1022,300,548,173,1,0
Volusia,0206 206,Soil & Water Conservation Seat 4,,Barbara Deering,,796,353,269,173,1,0
Volusia,0206 206,Soil & Water Conservation Seat 4,,Over Votes,,0,0,0,0,0,0
Volusia,0206 206,Soil & Water Conservation Seat 4,,Under Votes,,389,92,196,99,2,0
Volusia,0206 206,WVHA - Group A Seat,,Judy Craig,,939,282,482,174,1,0
Volusia,0206 206,WVHA - Group A Seat,,John M. Hill,,938,376,372,189,1,0
Volusia,0206 206,WVHA - Group A Seat,,Over Votes,,0,0,0,0,0,0
Volusia,0206 206,WVHA - Group A Seat,,Under Votes,,330,87,159,82,2,0
Volusia,0206 206,WVHA - Group B Seat,,Jennifer Lee Coen,,1023,315,535,172,1,0
Volusia,0206 206,WVHA - Group B Seat,,Michael Lee Ray,,776,328,275,172,1,0
Volusia,0206 206,WVHA - Group B Seat,,Over Votes,,0,0,0,0,0,0
Volusia,0206 206,WVHA - Group B Seat,,Under Votes,,408,102,203,101,2,0
Volusia,0206 206,Amendment 1 - Citzenship Requirement,,Yes,,1621,581,702,335,3,0
Volusia,0206 206,Amendment 1 - Citzenship Requirement,,No,,479,136,261,82,0,0
Volusia,0206 206,Amendment 1 - Citzenship Requirement,,Over Votes,,0,0,0,0,0,0
Volusia,0206 206,Amendment 1 - Citzenship Requirement,,Under Votes,,107,28,50,28,1,0
Volusia,0206 206,Amendment 2 - Minimum Wage,,Yes,,1103,310,617,174,2,0
Volusia,0206 206,Amendment 2 - Minimum Wage,,No,,1019,413,355,250,1,0
Volusia,0206 206,Amendment 2 - Minimum Wage,,Over Votes,,0,0,0,0,0,0
Volusia,0206 206,Amendment 2 - Minimum Wage,,Under Votes,,85,22,41,21,1,0
Volusia,0206 206,Amendment 3 - Primary Elections,,Yes,,932,280,459,193,0,0
Volusia,0206 206,Amendment 3 - Primary Elections,,No,,1139,436,479,222,2,0
Volusia,0206 206,Amendment 3 - Primary Elections,,Over Votes,,0,0,0,0,0,0
Volusia,0206 206,Amendment 3 - Primary Elections,,Under Votes,,136,29,75,30,2,0
Volusia,0206 206,Amendment 4 - Apprl Const. Amendment,,Yes,,1020,393,373,253,1,0
Volusia,0206 206,Amendment 4 - Apprl Const. Amendment,,No,,1023,310,554,158,1,0
