county,precinct,office,district,candidate,party,votes,absentee,early_voting,election_day
Sumter,0107 107 LAUREL MANOR REC,Fifth District Court of Appeal John M. Harris,,Under Votes,,543,,,
Sumter,0107 107 LAUREL MANOR REC,Fifth District Court of Appeal Richard B. Orfinger,,Yes,,1822,907,870,45
Sumter,0107 107 LAUREL MANOR REC,Fifth District Court of Appeal Richard B. Orfinger,,No,,460,,,
Sumter,0107 107 LAUREL MANOR REC,Fifth District Court of Appeal Richard B. Orfinger,,Over Votes,,0,0,0,0
Sumter,0107 107 LAUREL MANOR REC,Fifth District Court of Appeal Richard B. Orfinger,,Under Votes,,564,,,
Sumter,0107 107 LAUREL MANOR REC,Fifth District Court of Appeal Meredith Sasso,,Yes,,1830,903,878,49
Sumter,0107 107 LAUREL MANOR REC,Fifth District Court of Appeal Meredith Sasso,,No,,451,,,
Sumter,0107 107 LAUREL MANOR REC,Fifth District Court of Appeal Meredith Sasso,,Over Votes,,0,0,0,0
Sumter,0107 107 LAUREL MANOR REC,Fifth District Court of Appeal Meredith Sasso,,Under Votes,,565,,,
Sumter,0107 107 LAUREL MANOR REC,Fifth District Court of Appeal F. Rand Wallis,,Yes,,1851,929,872,50
Sumter,0107 107 LAUREL MANOR REC,Fifth District Court of Appeal F. Rand Wallis,,No,,420,,,
Sumter,0107 107 LAUREL MANOR REC,Fifth District Court of Appeal F. Rand Wallis,,Over Votes,,0,0,0,0
Sumter,0107 107 LAUREL MANOR REC,Fifth District Court of Appeal F. Rand Wallis,,Under Votes,,575,,,
Sumter,0107 107 LAUREL MANOR REC,North Sumter Utility Dependent District Seat 1,,Nicolas Hemes,,1069,,,
Sumter,0107 107 LAUREL MANOR REC,North Sumter Utility Dependent District Seat 1,,Jerry L. Watts,,928,,,
Sumter,0107 107 LAUREL MANOR REC,North Sumter Utility Dependent District Seat 1,,Over Votes,,0,0,0,0
Sumter,0107 107 LAUREL MANOR REC,North Sumter Utility Dependent District Seat 1,,Under Votes,,761,,,
Sumter,0107 107 LAUREL MANOR REC,North Sumter Utility Dependent District Seat 7,,Diane Spencer,,1392,683,675,34
Sumter,0107 107 LAUREL MANOR REC,North Sumter Utility Dependent District Seat 7,,Daniel E. Warren,,737,,,
Sumter,0107 107 LAUREL MANOR REC,North Sumter Utility Dependent District Seat 7,,Over Votes,,1,,,
Sumter,0107 107 LAUREL MANOR REC,North Sumter Utility Dependent District Seat 7,,Under Votes,,714,,,
Sumter,0107 107 LAUREL MANOR REC,Community Development District 5 Seat 4,,Reed G. Panos,,1243,632,580,31
Sumter,0107 107 LAUREL MANOR REC,Community Development District 5 Seat 4,,Chuck Wildzunas,,969,,,
Sumter,0107 107 LAUREL MANOR REC,Community Development District 5 Seat 4,,Over Votes,,0,0,0,0
Sumter,0107 107 LAUREL MANOR REC,Community Development District 5 Seat 4,,Under Votes,,546,,,
Sumter,0107 107 LAUREL MANOR REC,No. 1 Constitutional Amendment,,Yes,,2184,1010,1119,55
Sumter,0107 107 LAUREL MANOR REC,No. 1 Constitutional Amendment,,No,,453,,,
Sumter,0107 107 LAUREL MANOR REC,No. 1 Constitutional Amendment,,Over Votes,,2,,,
Sumter,0107 107 LAUREL MANOR REC,No. 1 Constitutional Amendment,,Under Votes,,207,,,
Sumter,0107 107 LAUREL MANOR REC,No. 2 Constitutional Amendment,,Yes,,1677,974,670,33
Sumter,0107 107 LAUREL MANOR REC,No. 2 Constitutional Amendment,,No,,1016,371,611,34
Sumter,0107 107 LAUREL MANOR REC,No. 2 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0107 107 LAUREL MANOR REC,No. 2 Constitutional Amendment,,Under Votes,,153,,,
Sumter,0107 107 LAUREL MANOR REC,No. 3 Constitutional Amendment,,Yes,,1293,664,597,32
Sumter,0107 107 LAUREL MANOR REC,No. 3 Constitutional Amendment,,No,,1288,,,
Sumter,0107 107 LAUREL MANOR REC,No. 3 Constitutional Amendment,,Over Votes,,3,,,
Sumter,0107 107 LAUREL MANOR REC,No. 3 Constitutional Amendment,,Under Votes,,262,,,
Sumter,0107 107 LAUREL MANOR REC,No. 4 Constitutional Amendment,,Yes,,1200,,,
Sumter,0107 107 LAUREL MANOR REC,No. 4 Constitutional Amendment,,No,,1352,755,566,31
Sumter,0107 107 LAUREL MANOR REC,No. 4 Constitutional Amendment,,Over Votes,,2,,,
Sumter,0107 107 LAUREL MANOR REC,No. 4 Constitutional Amendment,,Under Votes,,292,,,
Sumter,0107 107 LAUREL MANOR REC,No. 5 Constitutional Amendment,,Yes,,1832,878,910,44
Sumter,0107 107 LAUREL MANOR REC,No. 5 Constitutional Amendment,,No,,716,,,
Sumter,0107 107 LAUREL MANOR REC,No. 5 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0107 107 LAUREL MANOR REC,No. 5 Constitutional Amendment,,Under Votes,,298,,,
Sumter,0107 107 LAUREL MANOR REC,No. 6 Constitutional Amendment,,Yes,,2309,1127,1124,58
Sumter,0107 107 LAUREL MANOR REC,No. 6 Constitutional Amendment,,No,,299,,,
Sumter,0107 107 LAUREL MANOR REC,No. 6 Constitutional Amendment,,Over Votes,,1,,,
Sumter,0107 107 LAUREL MANOR REC,No. 6 Constitutional Amendment,,Under Votes,,237,,,
Sumter,0108 108 ALLAMANDA VLG REC,Registered Voters,,,,3434,,,
Sumter,0108 108 ALLAMANDA VLG REC,Ballots Cast,,,,3185,1347,1734,104
Sumter,0108 108 ALLAMANDA VLG REC,Ballots Cast Blank,,,,0,0,0,0
Sumter,0108 108 ALLAMANDA VLG REC,President,,Donald J. Trump,REP,2100,629,1389,82
Sumter,0108 108 ALLAMANDA VLG REC,President,,Joseph R. Biden,DEM,1057,,,
Sumter,0108 108 ALLAMANDA VLG REC,President,,Jo Jorgensen,LPF,2,,,
Sumter,0108 108 ALLAMANDA VLG REC,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0
Sumter,0108 108 ALLAMANDA VLG REC,President,,Gloria La Riva,PSL,0,0,0,0
Sumter,0108 108 ALLAMANDA VLG REC,President,,Howie Hawkins,GRE,3,,,
Sumter,0108 108 ALLAMANDA VLG REC,President,,Don Blankenship,CPF,0,0,0,0
Sumter,0108 108 ALLAMANDA VLG REC,President,,WRITE-IN,,7,,,
Sumter,0108 108 ALLAMANDA VLG REC,President,,Over Votes,,2,,,
Sumter,0108 108 ALLAMANDA VLG REC,President,,Under Votes,,14,,,
Sumter,0108 108 ALLAMANDA VLG REC,U.S. House,11,Daniel Webster,REP,2160,673,1400,87
Sumter,0108 108 ALLAMANDA VLG REC,U.S. House,11,Dana Marie Cottrell,DEM,938,,,
Sumter,0108 108 ALLAMANDA VLG REC,U.S. House,11,Over Votes,,0,0,0,0
Sumter,0108 108 ALLAMANDA VLG REC,U.S. House,11,Under Votes,,87,,,
Sumter,0108 108 ALLAMANDA VLG REC,State House,33,Brett T. Hage,REP,2113,656,1373,84
Sumter,0108 108 ALLAMANDA VLG REC,State House,33,"Mamie ""Dee"" Melvin",DEM,951,,,
Sumter,0108 108 ALLAMANDA VLG REC,State House,33,Over Votes,,0,0,0,0
Sumter,0108 108 ALLAMANDA VLG REC,State House,33,Under Votes,,121,,,
Sumter,0108 108 ALLAMANDA VLG REC,Board of County Commissioners District 1,,Gary Search,REP,2403,875,1446,82
Sumter,0108 108 ALLAMANDA VLG REC,Board of County Commissioners District 1,,Larry J. Green,,588,,,
Sumter,0108 108 ALLAMANDA VLG REC,Board of County Commissioners District 1,,Over Votes,,1,,,
Sumter,0108 108 ALLAMANDA VLG REC,Board of County Commissioners District 1,,Under Votes,,193,,,
Sumter,0108 108 ALLAMANDA VLG REC,Justice of the Supreme Court Carlos G. Muniz,,Yes,,2111,850,1194,67
Sumter,0108 108 ALLAMANDA VLG REC,Justice of the Supreme Court Carlos G. Muniz,,No,,553,,,
Sumter,0108 108 ALLAMANDA VLG REC,Justice of the Supreme Court Carlos G. Muniz,,Over Votes,,1,,,
Sumter,0108 108 ALLAMANDA VLG REC,Justice of the Supreme Court Carlos G. Muniz,,Under Votes,,520,,,
Sumter,0108 108 ALLAMANDA VLG REC,Fifth District Court of Appeal Kerry I. Evander,,Yes,,2126,908,1153,65
Sumter,0108 108 ALLAMANDA VLG REC,Fifth District Court of Appeal Kerry I. Evander,,No,,501,,,
Sumter,0108 108 ALLAMANDA VLG REC,Fifth District Court of Appeal Kerry I. Evander,,Over Votes,,0,0,0,0
Sumter,0108 108 ALLAMANDA VLG REC,Fifth District Court of Appeal Kerry I. Evander,,Under Votes,,558,,,
Sumter,0108 108 ALLAMANDA VLG REC,Fifth District Court of Appeal Jamie Grosshans,,Yes,,2066,833,1169,64
Sumter,0108 108 ALLAMANDA VLG REC,Fifth District Court of Appeal Jamie Grosshans,,No,,486,,,
Sumter,0108 108 ALLAMANDA VLG REC,Fifth District Court of Appeal Jamie Grosshans,,Over Votes,,1,,,
Sumter,0108 108 ALLAMANDA VLG REC,Fifth District Court of Appeal Jamie Grosshans,,Under Votes,,632,,,
Sumter,0108 108 ALLAMANDA VLG REC,Fifth District Court of Appeal John M. Harris,,Yes,,2149,897,1188,64
Sumter,0108 108 ALLAMANDA VLG REC,Fifth District Court of Appeal John M. Harris,,No,,468,,,
Sumter,0108 108 ALLAMANDA VLG REC,Fifth District Court of Appeal John M. Harris,,Over Votes,,0,0,0,0
Sumter,0108 108 ALLAMANDA VLG REC,Fifth District Court of Appeal John M. Harris,,Under Votes,,568,,,
Sumter,0108 108 ALLAMANDA VLG REC,Fifth District Court of Appeal Richard B. Orfinger,,Yes,,2071,883,1123,65
Sumter,0108 108 ALLAMANDA VLG REC,Fifth District Court of Appeal Richard B. Orfinger,,No,,531,,,
Sumter,0108 108 ALLAMANDA VLG REC,Fifth District Court of Appeal Richard B. Orfinger,,Over Votes,,0,0,0,0
Sumter,0108 108 ALLAMANDA VLG REC,Fifth District Court of Appeal Richard B. Orfinger,,Under Votes,,583,,,
Sumter,0108 108 ALLAMANDA VLG REC,Fifth District Court of Appeal Meredith Sasso,,Yes,,2120,882,1175,63
Sumter,0108 108 ALLAMANDA VLG REC,Fifth District Court of Appeal Meredith Sasso,,No,,479,,,
Sumter,0108 108 ALLAMANDA VLG REC,Fifth District Court of Appeal Meredith Sasso,,Over Votes,,0,0,0,0
Sumter,0108 108 ALLAMANDA VLG REC,Fifth District Court of Appeal Meredith Sasso,,Under Votes,,586,,,
Sumter,0108 108 ALLAMANDA VLG REC,Fifth District Court of Appeal F. Rand Wallis,,Yes,,2096,886,1151,59
Sumter,0108 108 ALLAMANDA VLG REC,Fifth District Court of Appeal F. Rand Wallis,,No,,487,,,
Sumter,0108 108 ALLAMANDA VLG REC,Fifth District Court of Appeal F. Rand Wallis,,Over Votes,,0,0,0,0
Sumter,0108 108 ALLAMANDA VLG REC,Fifth District Court of Appeal F. Rand Wallis,,Under Votes,,602,222,350,30
Sumter,0108 108 ALLAMANDA VLG REC,North Sumter Utility Dependent District Seat 1,,Nicolas Hemes,,1406,535,830,41
Sumter,0108 108 ALLAMANDA VLG REC,North Sumter Utility Dependent District Seat 1,,Jerry L. Watts,,915,437,447,31
Sumter,0108 108 ALLAMANDA VLG REC,North Sumter Utility Dependent District Seat 1,,Over Votes,,0,0,0,0
Sumter,0108 108 ALLAMANDA VLG REC,North Sumter Utility Dependent District Seat 1,,Under Votes,,864,375,457,32
Sumter,0108 108 ALLAMANDA VLG REC,North Sumter Utility Dependent District Seat 7,,Diane Spencer,,1509,657,812,40
Sumter,0108 108 ALLAMANDA VLG REC,North Sumter Utility Dependent District Seat 7,,Daniel E. Warren,,864,340,494,30
Sumter,0108 108 ALLAMANDA VLG REC,North Sumter Utility Dependent District Seat 7,,Over Votes,,0,0,0,0
Sumter,0108 108 ALLAMANDA VLG REC,North Sumter Utility Dependent District Seat 7,,Under Votes,,812,350,428,34
Sumter,0108 108 ALLAMANDA VLG REC,Community Development District 5 Seat 4,,Reed G. Panos,,1752,749,955,48
Sumter,0108 108 ALLAMANDA VLG REC,Community Development District 5 Seat 4,,Chuck Wildzunas,,752,,,
Sumter,0108 108 ALLAMANDA VLG REC,Community Development District 5 Seat 4,,Over Votes,,1,,,
Sumter,0108 108 ALLAMANDA VLG REC,Community Development District 5 Seat 4,,Under Votes,,680,291,358,31
Sumter,0108 108 ALLAMANDA VLG REC,No. 1 Constitutional Amendment,,Yes,,2521,980,1456,85
Sumter,0108 108 ALLAMANDA VLG REC,No. 1 Constitutional Amendment,,No,,443,,,
Sumter,0108 108 ALLAMANDA VLG REC,No. 1 Constitutional Amendment,,Over Votes,,1,,,
Sumter,0108 108 ALLAMANDA VLG REC,No. 1 Constitutional Amendment,,Under Votes,,220,,,
Sumter,0108 108 ALLAMANDA VLG REC,No. 2 Constitutional Amendment,,Yes,,1754,873,824,57
Sumter,0108 108 ALLAMANDA VLG REC,No. 2 Constitutional Amendment,,No,,1259,415,805,39
Sumter,0108 108 ALLAMANDA VLG REC,No. 2 Constitutional Amendment,,Over Votes,,3,,,
Sumter,0108 108 ALLAMANDA VLG REC,No. 2 Constitutional Amendment,,Under Votes,,169,,,
Sumter,0108 108 ALLAMANDA VLG REC,No. 3 Constitutional Amendment,,Yes,,1405,617,739,49
Sumter,0108 108 ALLAMANDA VLG REC,No. 3 Constitutional Amendment,,No,,1485,635,809,41
Sumter,0108 108 ALLAMANDA VLG REC,No. 3 Constitutional Amendment,,Over Votes,,1,,,
Sumter,0108 108 ALLAMANDA VLG REC,No. 3 Constitutional Amendment,,Under Votes,,294,,,
Sumter,0108 108 ALLAMANDA VLG REC,No. 4 Constitutional Amendment,,Yes,,1391,509,828,54
Sumter,0108 108 ALLAMANDA VLG REC,No. 4 Constitutional Amendment,,No,,1455,723,698,34
Sumter,0108 108 ALLAMANDA VLG REC,No. 4 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0108 108 ALLAMANDA VLG REC,No. 4 Constitutional Amendment,,Under Votes,,339,,,
Sumter,0108 108 ALLAMANDA VLG REC,No. 5 Constitutional Amendment,,Yes,,1989,813,1112,64
Sumter,0108 108 ALLAMANDA VLG REC,No. 5 Constitutional Amendment,,No,,854,,,
Sumter,0108 108 ALLAMANDA VLG REC,No. 5 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0108 108 ALLAMANDA VLG REC,No. 5 Constitutional Amendment,,Under Votes,,342,,,
Sumter,0108 108 ALLAMANDA VLG REC,No. 6 Constitutional Amendment,,Yes,,2518,1032,1403,83
Sumter,0108 108 ALLAMANDA VLG REC,No. 6 Constitutional Amendment,,No,,365,,,
Sumter,0108 108 ALLAMANDA VLG REC,No. 6 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0108 108 ALLAMANDA VLG REC,No. 6 Constitutional Amendment,,Under Votes,,302,,,
Sumter,0109 109 TRUMAN REC,Registered Voters,,,,3047,,,
Sumter,0109 109 TRUMAN REC,Ballots Cast,,,,2808,1312,1339,157
Sumter,0109 109 TRUMAN REC,Ballots Cast Blank,,,,1,,,
Sumter,0109 109 TRUMAN REC,President,,Donald J. Trump,REP,1840,630,1079,131
Sumter,0109 109 TRUMAN REC,President,,Joseph R. Biden,DEM,946,,,
Sumter,0109 109 TRUMAN REC,President,,Jo Jorgensen,LPF,4,,,
Sumter,0109 109 TRUMAN REC,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0
Sumter,0109 109 TRUMAN REC,President,,Gloria La Riva,PSL,1,,,
Sumter,0109 109 TRUMAN REC,President,,Howie Hawkins,GRE,5,,,
Sumter,0109 109 TRUMAN REC,President,,Don Blankenship,CPF,0,0,0,0
Sumter,0109 109 TRUMAN REC,President,,WRITE-IN,,0,0,0,0
Sumter,0109 109 TRUMAN REC,President,,Over Votes,,2,,,
Sumter,0109 109 TRUMAN REC,President,,Under Votes,,10,,,
Sumter,0109 109 TRUMAN REC,U.S. House,11,Daniel Webster,REP,1888,663,1091,134
Sumter,0109 109 TRUMAN REC,U.S. House,11,Dana Marie Cottrell,DEM,854,,,
Sumter,0109 109 TRUMAN REC,U.S. House,11,Over Votes,,0,0,0,0
Sumter,0109 109 TRUMAN REC,U.S. House,11,Under Votes,,66,,,
Sumter,0109 109 TRUMAN REC,State House,33,Brett T. Hage,REP,1848,651,1068,129
Sumter,0109 109 TRUMAN REC,State House,33,"Mamie ""Dee"" Melvin",DEM,845,,,
Sumter,0109 109 TRUMAN REC,State House,33,Over Votes,,0,0,0,0
Sumter,0109 109 TRUMAN REC,State House,33,Under Votes,,115,,,
Sumter,0109 109 TRUMAN REC,Board of County Commissioners District 1,,Gary Search,REP,2072,833,1103,136
Sumter,0109 109 TRUMAN REC,Board of County Commissioners District 1,,Larry J. Green,,545,,,
Sumter,0109 109 TRUMAN REC,Board of County Commissioners District 1,,Over Votes,,0,0,0,0
Sumter,0109 109 TRUMAN REC,Board of County Commissioners District 1,,Under Votes,,191,,,
Sumter,0109 109 TRUMAN REC,Justice of the Supreme Court Carlos G. Muniz,,Yes,,1827,822,894,111
Sumter,0109 109 TRUMAN REC,Justice of the Supreme Court Carlos G. Muniz,,No,,503,,,
Sumter,0109 109 TRUMAN REC,Justice of the Supreme Court Carlos G. Muniz,,Over Votes,,1,,,
Sumter,0109 109 TRUMAN REC,Justice of the Supreme Court Carlos G. Muniz,,Under Votes,,477,,,
Sumter,0109 109 TRUMAN REC,Fifth District Court of Appeal Kerry I. Evander,,Yes,,1862,872,887,103
Sumter,0109 109 TRUMAN REC,Fifth District Court of Appeal Kerry I. Evander,,No,,448,,,
Sumter,0109 109 TRUMAN REC,Fifth District Court of Appeal Kerry I. Evander,,Over Votes,,1,,,
Sumter,0109 109 TRUMAN REC,Fifth District Court of Appeal Kerry I. Evander,,Under Votes,,497,,,
Sumter,0109 109 TRUMAN REC,Fifth District Court of Appeal Jamie Grosshans,,Yes,,1826,808,904,114
Sumter,0109 109 TRUMAN REC,Fifth District Court of Appeal Jamie Grosshans,,No,,421,,,
Sumter,0109 109 TRUMAN REC,Fifth District Court of Appeal Jamie Grosshans,,Over Votes,,1,,,
Sumter,0109 109 TRUMAN REC,Fifth District Court of Appeal Jamie Grosshans,,Under Votes,,560,,,
Sumter,0109 109 TRUMAN REC,Fifth District Court of Appeal John M. Harris,,Yes,,1899,872,916,111
Sumter,0109 109 TRUMAN REC,Fifth District Court of Appeal John M. Harris,,No,,403,,,
Sumter,0109 109 TRUMAN REC,Fifth District Court of Appeal John M. Harris,,Over Votes,,1,,,
Sumter,0109 109 TRUMAN REC,Fifth District Court of Appeal John M. Harris,,Under Votes,,505,,,
Sumter,0109 109 TRUMAN REC,Fifth District Court of Appeal Richard B. Orfinger,,Yes,,1833,854,878,101
Sumter,0109 109 TRUMAN REC,Fifth District Court of Appeal Richard B. Orfinger,,No,,459,,,
Sumter,0109 109 TRUMAN REC,Fifth District Court of Appeal Richard B. Orfinger,,Over Votes,,1,,,
Sumter,0109 109 TRUMAN REC,Fifth District Court of Appeal Richard B. Orfinger,,Under Votes,,515,,,
Sumter,0109 109 TRUMAN REC,Fifth District Court of Appeal Meredith Sasso,,Yes,,1877,862,900,115
Sumter,0109 109 TRUMAN REC,Fifth District Court of Appeal Meredith Sasso,,No,,397,,,
Sumter,0109 109 TRUMAN REC,Fifth District Court of Appeal Meredith Sasso,,Over Votes,,0,0,0,0
Sumter,0109 109 TRUMAN REC,Fifth District Court of Appeal Meredith Sasso,,Under Votes,,534,,,
Sumter,0109 109 TRUMAN REC,Fifth District Court of Appeal F. Rand Wallis,,Yes,,1865,857,898,110
Sumter,0109 109 TRUMAN REC,Fifth District Court of Appeal F. Rand Wallis,,No,,409,,,
Sumter,0109 109 TRUMAN REC,Fifth District Court of Appeal F. Rand Wallis,,Over Votes,,0,0,0,0
Sumter,0109 109 TRUMAN REC,Fifth District Court of Appeal F. Rand Wallis,,Under Votes,,534,,,
Sumter,0109 109 TRUMAN REC,North Sumter Utility Dependent District Seat 7,,Diane Spencer,,1478,673,728,77
Sumter,0109 109 TRUMAN REC,North Sumter Utility Dependent District Seat 7,,Daniel E. Warren,,656,302,306,48
Sumter,0109 109 TRUMAN REC,North Sumter Utility Dependent District Seat 7,,Over Votes,,0,0,0,0
Sumter,0109 109 TRUMAN REC,North Sumter Utility Dependent District Seat 7,,Under Votes,,537,242,264,31
Sumter,0109 109 TRUMAN REC,No. 1 Constitutional Amendment,,Yes,,2293,997,1161,135
Sumter,0109 109 TRUMAN REC,No. 1 Constitutional Amendment,,No,,376,,,
Sumter,0109 109 TRUMAN REC,No. 1 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0109 109 TRUMAN REC,No. 1 Constitutional Amendment,,Under Votes,,139,,,
Sumter,0109 109 TRUMAN REC,No. 2 Constitutional Amendment,,Yes,,1625,909,644,72
Sumter,0109 109 TRUMAN REC,No. 2 Constitutional Amendment,,No,,1046,356,616,74
Sumter,0109 109 TRUMAN REC,No. 2 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0109 109 TRUMAN REC,No. 2 Constitutional Amendment,,Under Votes,,137,,,
Sumter,0109 109 TRUMAN REC,No. 3 Constitutional Amendment,,Yes,,1313,664,578,71
Sumter,0109 109 TRUMAN REC,No. 3 Constitutional Amendment,,No,,1231,547,620,64
Sumter,0109 109 TRUMAN REC,No. 3 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0109 109 TRUMAN REC,No. 3 Constitutional Amendment,,Under Votes,,264,,,
Sumter,0109 109 TRUMAN REC,No. 4 Constitutional Amendment,,Yes,,1225,490,673,62
Sumter,0109 109 TRUMAN REC,No. 4 Constitutional Amendment,,No,,1299,715,516,68
Sumter,0109 109 TRUMAN REC,No. 4 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0109 109 TRUMAN REC,No. 4 Constitutional Amendment,,Under Votes,,284,,,
Sumter,0109 109 TRUMAN REC,No. 5 Constitutional Amendment,,Yes,,1758,781,886,91
Sumter,0109 109 TRUMAN REC,No. 5 Constitutional Amendment,,No,,753,406,310,37
Sumter,0109 109 TRUMAN REC,No. 5 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0109 109 TRUMAN REC,No. 5 Constitutional Amendment,,Under Votes,,297,,,
Sumter,0109 109 TRUMAN REC,No. 6 Constitutional Amendment,,Yes,,2227,1035,1077,115
Sumter,0109 109 TRUMAN REC,No. 6 Constitutional Amendment,,No,,318,,,
Sumter,0109 109 TRUMAN REC,No. 6 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0109 109 TRUMAN REC,No. 6 Constitutional Amendment,,Under Votes,,263,,,
Sumter,0110 110 STERLING HEIGHTS,Registered Voters,,,,3452,,,
Sumter,0110 110 STERLING HEIGHTS,Ballots Cast,,,,3199,,,
Sumter,0110 110 STERLING HEIGHTS,Ballots Cast Blank,,,,0,0,0,0
Sumter,0110 110 STERLING HEIGHTS,President,,Donald J. Trump,REP,2167,,,
Sumter,0110 110 STERLING HEIGHTS,President,,Joseph R. Biden,DEM,1010,,,
Sumter,0110 110 STERLING HEIGHTS,President,,Jo Jorgensen,LPF,8,,,
Sumter,0110 110 STERLING HEIGHTS,President,,"Roque ""Rocky"" De La Fuente",REF,1,,,
Sumter,0110 110 STERLING HEIGHTS,President,,Gloria La Riva,PSL,0,0,0,0
Sumter,0110 110 STERLING HEIGHTS,President,,Howie Hawkins,GRE,0,0,0,0
Sumter,0110 110 STERLING HEIGHTS,President,,Don Blankenship,CPF,2,,,
Sumter,0110 110 STERLING HEIGHTS,President,,WRITE-IN,,4,,,
Sumter,0110 110 STERLING HEIGHTS,President,,Over Votes,,2,,,
Sumter,0110 110 STERLING HEIGHTS,President,,Under Votes,,5,,,
Sumter,0110 110 STERLING HEIGHTS,U.S. House,11,Daniel Webster,REP,2211,,,
Sumter,0110 110 STERLING HEIGHTS,U.S. House,11,Dana Marie Cottrell,DEM,915,,,
Sumter,0110 110 STERLING HEIGHTS,U.S. House,11,Over Votes,,0,0,0,0
Sumter,0110 110 STERLING HEIGHTS,U.S. House,11,Under Votes,,73,,,
Sumter,0110 110 STERLING HEIGHTS,State House,33,Brett T. Hage,REP,2180,,,
Sumter,0110 110 STERLING HEIGHTS,State House,33,"Mamie ""Dee"" Melvin",DEM,893,,,
Sumter,0110 110 STERLING HEIGHTS,State House,33,Over Votes,,0,0,0,0
Sumter,0110 110 STERLING HEIGHTS,State House,33,Under Votes,,126,,,
Sumter,0110 110 STERLING HEIGHTS,Board of County Commissioners District 1,,Gary Search,REP,2428,,,
Sumter,0110 110 STERLING HEIGHTS,Board of County Commissioners District 1,,Larry J. Green,,571,,,
Sumter,0110 110 STERLING HEIGHTS,Board of County Commissioners District 1,,Over Votes,,0,0,0,0
Sumter,0110 110 STERLING HEIGHTS,Board of County Commissioners District 1,,Under Votes,,200,,,
Sumter,0110 110 STERLING HEIGHTS,Justice of the Supreme Court Carlos G. Muniz,,Yes,,2173,,,
Sumter,0110 110 STERLING HEIGHTS,Justice of the Supreme Court Carlos G. Muniz,,No,,546,,,
Sumter,0110 110 STERLING HEIGHTS,Justice of the Supreme Court Carlos G. Muniz,,Over Votes,,1,,,
Sumter,0110 110 STERLING HEIGHTS,Justice of the Supreme Court Carlos G. Muniz,,Under Votes,,479,,,
Sumter,0110 110 STERLING HEIGHTS,Fifth District Court of Appeal Kerry I. Evander,,Yes,,2173,1065,1030,78
Sumter,0110 110 STERLING HEIGHTS,Fifth District Court of Appeal Kerry I. Evander,,No,,493,,,
Sumter,0110 110 STERLING HEIGHTS,Fifth District Court of Appeal Kerry I. Evander,,Over Votes,,0,0,0,0
Sumter,0110 110 STERLING HEIGHTS,Fifth District Court of Appeal Kerry I. Evander,,Under Votes,,533,,,
Sumter,0110 110 STERLING HEIGHTS,Fifth District Court of Appeal Jamie Grosshans,,Yes,,2115,,,
Sumter,0110 110 STERLING HEIGHTS,Fifth District Court of Appeal Jamie Grosshans,,No,,473,,,
Sumter,0110 110 STERLING HEIGHTS,Fifth District Court of Appeal Jamie Grosshans,,Over Votes,,0,0,0,0
Sumter,0110 110 STERLING HEIGHTS,Fifth District Court of Appeal Jamie Grosshans,,Under Votes,,611,,,
Sumter,0110 110 STERLING HEIGHTS,Fifth District Court of Appeal John M. Harris,,Yes,,2255,,,
Sumter,0110 110 STERLING HEIGHTS,Fifth District Court of Appeal John M. Harris,,No,,410,,,
Sumter,0110 110 STERLING HEIGHTS,Fifth District Court of Appeal John M. Harris,,Over Votes,,0,0,0,0
Sumter,0110 110 STERLING HEIGHTS,Fifth District Court of Appeal John M. Harris,,Under Votes,,534,,,
Sumter,0110 110 STERLING HEIGHTS,Fifth District Court of Appeal Richard B. Orfinger,,Yes,,2159,,,
Sumter,0110 110 STERLING HEIGHTS,Fifth District Court of Appeal Richard B. Orfinger,,No,,493,,,
Sumter,0110 110 STERLING HEIGHTS,Fifth District Court of Appeal Richard B. Orfinger,,Over Votes,,1,,,
Sumter,0110 110 STERLING HEIGHTS,Fifth District Court of Appeal Richard B. Orfinger,,Under Votes,,546,,,
Sumter,0110 110 STERLING HEIGHTS,Fifth District Court of Appeal Meredith Sasso,,Yes,,2192,,,
Sumter,0110 110 STERLING HEIGHTS,Fifth District Court of Appeal Meredith Sasso,,No,,452,,,
Sumter,0110 110 STERLING HEIGHTS,Fifth District Court of Appeal Meredith Sasso,,Over Votes,,0,0,0,0
Sumter,0110 110 STERLING HEIGHTS,Fifth District Court of Appeal Meredith Sasso,,Under Votes,,555,,,
Sumter,0110 110 STERLING HEIGHTS,Fifth District Court of Appeal F. Rand Wallis,,Yes,,2209,,,
Sumter,0110 110 STERLING HEIGHTS,Fifth District Court of Appeal F. Rand Wallis,,No,,428,,,
