county,precinct,office,district,candidate,party,votes,mail,early_voting,election_day,provisional
Citrus,108,Fifth District Court of Appeal - Harris,,Yes,,2022,951,773,294,4
Citrus,108,Fifth District Court of Appeal - Harris,,No,,574,310,194,69,1
Citrus,108,Fifth District Court of Appeal - Orfinger,,Yes,,1990,941,750,295,4
Citrus,108,Fifth District Court of Appeal - Orfinger,,No,,598,314,216,67,1
Citrus,108,Fifth District Court of Appeal - Sasso,,Yes,,2006,933,766,303,4
Citrus,108,Fifth District Court of Appeal - Sasso,,No,,590,324,203,62,1
Citrus,108,Fifth District Court of Appeal - Wallis,,Yes,,1991,937,756,294,4
Citrus,108,Fifth District Court of Appeal - Wallis,,No,,597,316,210,70,1
Citrus,108,School Board - District 2,,"Virginia ""Ginger"" Bryant",,1597,785,619,191,2
Citrus,108,School Board - District 2,,Danielle Damato Doty,,1134,531,403,198,2
Citrus,108,Mosquito Control Board Seat 2,,Stephanie Adams,,1157,609,392,154,2
Citrus,108,Mosquito Control Board Seat 2,,Theressa Foster West,,805,363,320,121,1
Citrus,108,Mosquito Control Board Seat 2,,Timothy R. Langer,,602,267,242,92,1
Citrus,108,No. 1 Citizenship Requirement to Vote,,Yes,,2398,1113,923,360,2
Citrus,108,No. 1 Citizenship Requirement to Vote,,No,,512,286,175,49,2
Citrus,108,No. 2 Raising FL Minimum Wage,,Yes,,1351,800,414,136,1
Citrus,108,No. 2 Raising FL Minimum Wage,,No,,1487,546,674,263,4
Citrus,108,No. 3 All Voters Vote in Primary,,Yes,,1429,707,532,190,0
Citrus,108,No. 3 All Voters Vote in Primary,,No,,1372,620,543,204,5
Citrus,108,No. 4 Voter Approval of Amendments,,Yes,,1231,519,520,189,3
Citrus,108,No. 4 Voter Approval of Amendments,,No,,1559,807,546,204,2
Citrus,108,No. 5 Limit Prop Tax Assessment,,Yes,,2107,999,806,298,4
Citrus,108,No. 5 Limit Prop Tax Assessment,,No,,695,341,260,93,1
Citrus,108,No. 6 Ad Valorem Tax,,Yes,,2547,1210,980,354,3
Citrus,108,No. 6 Ad Valorem Tax,,No,,355,170,129,54,2
Citrus,109,Registered Voters,,,,3679,,,,
Citrus,109,Ballots Cast,,,,3218,1457,1087,671,3
Citrus,109,Ballots Cast Blank,,,,86,30,32,24,0
Citrus,109,President,,Donald J. Trump,REP,2287,845,855,584,3
Citrus,109,President,,Joseph R. Biden,DEM,892,596,222,74,0
Citrus,109,President,,Jo Jorgensen,LPF,10,5,2,3,0
Citrus,109,President,,"Roque ""Rocky"" De La Fuente",REF,1,1,0,0,0
Citrus,109,President,,Gloria La Riva,PSL,0,0,0,0,0
Citrus,109,President,,Howie Hawkins,GRE,7,2,2,3,0
Citrus,109,President,,Don Blankenship,CPF,2,1,0,1,0
Citrus,109,President,,WRITE-IN,,10,1,5,4,0
Citrus,109,U.S. House,11,Daniel Webster,REP,2275,857,848,567,3
Citrus,109,U.S. House,11,Dana Marie Cottrell,DEM,870,570,213,87,0
Citrus,109,State House,34,Ralph E. Massullo Jr,REP,2394,927,875,589,3
Citrus,109,State House,34,Dushyant Jethagir Gosai,DEM,705,479,167,59,0
Citrus,109,Sheriff,,Michael Prendergast,REP,2298,931,836,528,3
Citrus,109,Sheriff,,Lee Alexander,NPA,832,479,221,132,0
Citrus,109,Property Appraiser,,Cregg Dalton,REP,2234,865,827,539,3
Citrus,109,Property Appraiser,,Rick Schroeder,NPA,807,494,214,99,0
Citrus,109,Justice of the Supreme Court - Muniz,,Yes,,2111,963,720,425,3
Citrus,109,Justice of the Supreme Court - Muniz,,No,,705,328,224,153,0
Citrus,109,Fifth District Court of Appeal - Evander,,Yes,,2137,980,734,420,3
Citrus,109,Fifth District Court of Appeal - Evander,,No,,643,287,199,157,0
Citrus,109,Fifth District Court of Appeal - Harris,,Yes,,2122,969,716,434,3
Citrus,109,Fifth District Court of Appeal - Harris,,No,,639,296,205,138,0
Citrus,109,Fifth District Court of Appeal - Orfinger,,Yes,,2071,959,700,410,2
Citrus,109,Fifth District Court of Appeal - Orfinger,,No,,687,301,222,163,1
Citrus,109,Fifth District Court of Appeal - Sasso,,Yes,,2129,976,726,424,3
Citrus,109,Fifth District Court of Appeal - Sasso,,No,,630,281,199,150,0
Citrus,109,Fifth District Court of Appeal - Wallis,,Yes,,2089,947,719,421,2
Citrus,109,Fifth District Court of Appeal - Wallis,,No,,679,317,210,151,1
Citrus,109,School Board - District 2,,"Virginia ""Ginger"" Bryant",,1653,776,547,329,1
Citrus,109,School Board - District 2,,Danielle Damato Doty,,1251,544,430,275,2
Citrus,109,Mosquito Control Board Seat 2,,Stephanie Adams,,1186,595,356,233,2
Citrus,109,Mosquito Control Board Seat 2,,Theressa Foster West,,896,377,326,192,1
Citrus,109,Mosquito Control Board Seat 2,,Timothy R. Langer,,673,283,235,155,0
Citrus,109,No. 1 Citizenship Requirement to Vote,,Yes,,2665,1179,899,584,3
Citrus,109,No. 1 Citizenship Requirement to Vote,,No,,447,235,148,64,0
Citrus,109,No. 2 Raising FL Minimum Wage,,Yes,,1333,758,380,193,2
Citrus,109,No. 2 Raising FL Minimum Wage,,No,,1715,617,652,446,0
Citrus,109,No. 3 All Voters Vote in Primary,,Yes,,1483,760,456,266,1
Citrus,109,No. 3 All Voters Vote in Primary,,No,,1528,609,558,360,1
Citrus,109,No. 4 Voter Approval of Amendments,,Yes,,1359,583,488,286,2
Citrus,109,No. 4 Voter Approval of Amendments,,No,,1624,780,514,330,0
Citrus,109,No. 5 Limit Prop Tax Assessment,,Yes,,2199,1005,758,434,2
Citrus,109,No. 5 Limit Prop Tax Assessment,,No,,799,363,251,184,1
Citrus,109,No. 6 Ad Valorem Tax,,Yes,,2730,1225,938,564,3
Citrus,109,No. 6 Ad Valorem Tax,,No,,360,177,108,75,0
Citrus,110,Registered Voters,,,,5434,,,,
Citrus,110,Ballots Cast,,,,4339,1594,1534,1208,3
Citrus,110,Ballots Cast Blank,,,,155,53,49,53,0
Citrus,110,President,,Donald J. Trump,REP,2978,817,1160,998,3
Citrus,110,President,,Joseph R. Biden,DEM,1307,751,364,192,0
Citrus,110,President,,Jo Jorgensen,LPF,26,7,5,14,0
Citrus,110,President,,"Roque ""Rocky"" De La Fuente",REF,2,1,0,1,0
Citrus,110,President,,Gloria La Riva,PSL,0,0,0,0,0
Citrus,110,President,,Howie Hawkins,GRE,2,1,0,1,0
Citrus,110,President,,Don Blankenship,CPF,1,0,1,0,0
Citrus,110,President,,WRITE-IN,,3,0,2,1,0
Citrus,110,U.S. House,11,Daniel Webster,REP,2924,824,1131,966,3
Citrus,110,U.S. House,11,Dana Marie Cottrell,DEM,1292,726,373,193,0
Citrus,110,State House,34,Ralph E. Massullo Jr,REP,3062,910,1162,987,3
Citrus,110,State House,34,Dushyant Jethagir Gosai,DEM,1107,617,327,163,0
Citrus,110,Sheriff,,Michael Prendergast,REP,3074,974,1134,963,3
Citrus,110,Sheriff,,Lee Alexander,NPA,1109,544,354,211,0
Citrus,110,Property Appraiser,,Cregg Dalton,REP,2842,848,1095,897,2
Citrus,110,Property Appraiser,,Rick Schroeder,NPA,1237,618,367,251,1
Citrus,110,Justice of the Supreme Court - Muniz,,Yes,,2775,976,990,808,1
Citrus,110,Justice of the Supreme Court - Muniz,,No,,1058,458,350,250,0
Citrus,110,Fifth District Court of Appeal - Evander,,Yes,,2867,1054,1003,809,1
Citrus,110,Fifth District Court of Appeal - Evander,,No,,912,360,321,231,0
Citrus,110,Fifth District Court of Appeal - Harris,,Yes,,2816,1013,995,807,1
Citrus,110,Fifth District Court of Appeal - Harris,,No,,948,396,322,230,0
Citrus,110,Fifth District Court of Appeal - Orfinger,,Yes,,2739,1000,952,786,1
Citrus,110,Fifth District Court of Appeal - Orfinger,,No,,1002,406,354,242,0
Citrus,110,Fifth District Court of Appeal - Sasso,,Yes,,2800,999,993,807,1
Citrus,110,Fifth District Court of Appeal - Sasso,,No,,941,399,319,223,0
Citrus,110,Fifth District Court of Appeal - Wallis,,Yes,,2785,1006,975,803,1
Citrus,110,Fifth District Court of Appeal - Wallis,,No,,958,398,336,224,0
Citrus,110,School Board - District 2,,"Virginia ""Ginger"" Bryant",,2258,823,825,609,1
Citrus,110,School Board - District 2,,Danielle Damato Doty,,1631,616,535,479,1
Citrus,110,Mosquito Control Board Seat 2,,Stephanie Adams,,1716,639,586,491,0
Citrus,110,Mosquito Control Board Seat 2,,Theressa Foster West,,1021,367,359,293,2
Citrus,110,Mosquito Control Board Seat 2,,Timothy R. Langer,,978,371,355,252,0
Citrus,110,No. 1 Citizenship Requirement to Vote,,Yes,,3634,1306,1275,1051,2
Citrus,110,No. 1 Citizenship Requirement to Vote,,No,,511,220,182,109,0
Citrus,110,No. 2 Raising FL Minimum Wage,,Yes,,2090,934,696,460,0
Citrus,110,No. 2 Raising FL Minimum Wage,,No,,2008,527,775,703,3
Citrus,110,No. 3 All Voters Vote in Primary,,Yes,,2469,972,832,665,0
Citrus,110,No. 3 All Voters Vote in Primary,,No,,1564,476,611,475,2
Citrus,110,No. 4 Voter Approval of Amendments,,Yes,,2043,661,756,624,2
Citrus,110,No. 4 Voter Approval of Amendments,,No,,1935,769,665,501,0
Citrus,110,No. 5 Limit Prop Tax Assessment,,Yes,,2962,1087,1065,807,3
Citrus,110,No. 5 Limit Prop Tax Assessment,,No,,1034,365,370,299,0
Citrus,110,No. 6 Ad Valorem Tax,,Yes,,3788,1358,1360,1068,2
Citrus,110,No. 6 Ad Valorem Tax,,No,,341,144,115,82,0
Citrus,200,Registered Voters,,,,3071,,,,
Citrus,200,Ballots Cast,,,,2354,943,754,651,6
Citrus,200,Ballots Cast Blank,,,,85,20,38,26,1
Citrus,200,President,,Donald J. Trump,REP,1766,566,642,553,5
Citrus,200,President,,Joseph R. Biden,DEM,554,354,109,90,1
Citrus,200,President,,Jo Jorgensen,LPF,19,11,2,6,0
Citrus,200,President,,"Roque ""Rocky"" De La Fuente",REF,3,3,0,0,0
Citrus,200,President,,Gloria La Riva,PSL,1,1,0,0,0
Citrus,200,President,,Howie Hawkins,GRE,1,1,0,0,0
Citrus,200,President,,Don Blankenship,CPF,1,0,0,1,0
Citrus,200,President,,WRITE-IN,,2,2,0,0,0
Citrus,200,U.S. House,11,Daniel Webster,REP,1709,558,612,534,5
Citrus,200,U.S. House,11,Dana Marie Cottrell,DEM,581,359,123,98,1
Citrus,200,State House,34,Ralph E. Massullo Jr,REP,1771,603,620,543,5
Citrus,200,State House,34,Dushyant Jethagir Gosai,DEM,484,300,102,81,1
Citrus,200,Sheriff,,Michael Prendergast,REP,1722,606,603,508,5
Citrus,200,Sheriff,,Lee Alexander,NPA,555,301,127,126,1
Citrus,200,Property Appraiser,,Cregg Dalton,REP,1616,543,576,492,5
Citrus,200,Property Appraiser,,Rick Schroeder,NPA,611,340,139,131,1
Citrus,200,Justice of the Supreme Court - Muniz,,Yes,,1497,584,493,417,3
Citrus,200,Justice of the Supreme Court - Muniz,,No,,585,268,166,148,3
Citrus,200,Fifth District Court of Appeal - Evander,,Yes,,1544,619,505,416,4
Citrus,200,Fifth District Court of Appeal - Evander,,No,,516,219,148,147,2
Citrus,200,Fifth District Court of Appeal - Harris,,Yes,,1516,605,496,411,4
Citrus,200,Fifth District Court of Appeal - Harris,,No,,525,229,149,145,2
Citrus,200,Fifth District Court of Appeal - Orfinger,,Yes,,1497,602,485,406,4
Citrus,200,Fifth District Court of Appeal - Orfinger,,No,,543,231,159,151,2
Citrus,200,Fifth District Court of Appeal - Sasso,,Yes,,1518,618,482,415,3
Citrus,200,Fifth District Court of Appeal - Sasso,,No,,525,219,161,143,2
Citrus,200,Fifth District Court of Appeal - Wallis,,Yes,,1514,599,490,421,4
Citrus,200,Fifth District Court of Appeal - Wallis,,No,,537,240,155,140,2
Citrus,200,School Board - District 2,,"Virginia ""Ginger"" Bryant",,1250,465,405,375,5
Citrus,200,School Board - District 2,,Danielle Damato Doty,,855,394,257,203,1
Citrus,200,Mosquito Control Board Seat 2,,Stephanie Adams,,931,369,320,239,3
Citrus,200,Mosquito Control Board Seat 2,,Theressa Foster West,,510,216,157,134,3
Citrus,200,Mosquito Control Board Seat 2,,Timothy R. Langer,,580,244,155,181,0
Citrus,200,No. 1 Citizenship Requirement to Vote,,Yes,,1953,768,632,549,4
Citrus,200,No. 1 Citizenship Requirement to Vote,,No,,301,150,79,70,2
Citrus,200,No. 2 Raising FL Minimum Wage,,Yes,,981,484,274,221,2
Citrus,200,No. 2 Raising FL Minimum Wage,,No,,1227,393,435,396,3
Citrus,200,No. 3 All Voters Vote in Primary,,Yes,,1259,548,375,333,3
Citrus,200,No. 3 All Voters Vote in Primary,,No,,911,324,319,266,2
Citrus,200,No. 4 Voter Approval of Amendments,,Yes,,1106,397,367,338,4
Citrus,200,No. 4 Voter Approval of Amendments,,No,,1057,471,327,258,1
Citrus,200,No. 5 Limit Prop Tax Assessment,,Yes,,1610,675,497,433,5
Citrus,200,No. 5 Limit Prop Tax Assessment,,No,,560,205,195,160,0
Citrus,200,No. 6 Ad Valorem Tax,,Yes,,2011,819,622,565,5
Citrus,200,No. 6 Ad Valorem Tax,,No,,227,79,90,58,0
Citrus,201,Registered Voters,,,,3538,,,,
Citrus,201,Ballots Cast,,,,2797,1276,847,673,1
Citrus,201,Ballots Cast Blank,,,,116,42,28,46,0
Citrus,201,President,,Donald J. Trump,REP,1921,695,666,560,0
Citrus,201,President,,Joseph R. Biden,DEM,840,559,175,105,1
Citrus,201,President,,Jo Jorgensen,LPF,15,8,1,6,0
Citrus,201,President,,"Roque ""Rocky"" De La Fuente",REF,1,0,1,0,0
Citrus,201,President,,Gloria La Riva,PSL,1,0,1,0,0
Citrus,201,President,,Howie Hawkins,GRE,0,0,0,0,0
Citrus,201,President,,Don Blankenship,CPF,2,2,0,0,0
Citrus,201,President,,WRITE-IN,,5,3,0,2,0
Citrus,201,U.S. House,11,Daniel Webster,REP,1886,696,648,541,1
Citrus,201,U.S. House,11,Dana Marie Cottrell,DEM,833,549,174,110,0
Citrus,201,State House,34,Ralph E. Massullo Jr,REP,1987,769,667,550,1
Citrus,201,State House,34,Dushyant Jethagir Gosai,DEM,685,457,142,86,0
Citrus,201,Sheriff,,Michael Prendergast,REP,1936,774,647,514,1
Citrus,201,Sheriff,,Lee Alexander,NPA,745,446,171,128,0
Citrus,201,Property Appraiser,,Cregg Dalton,REP,1837,709,634,494,0
Citrus,201,Property Appraiser,,Rick Schroeder,NPA,791,475,177,138,1
Citrus,201,Justice of the Supreme Court - Muniz,,Yes,,1764,794,565,404,1
Citrus,201,Justice of the Supreme Court - Muniz,,No,,663,328,156,179,0
Citrus,201,Fifth District Court of Appeal - Evander,,Yes,,1812,847,554,410,1
Citrus,201,Fifth District Court of Appeal - Evander,,No,,584,259,161,164,0
Citrus,201,Fifth District Court of Appeal - Harris,,Yes,,1826,844,549,432,1
Citrus,201,Fifth District Court of Appeal - Harris,,No,,562,262,155,145,0
Citrus,201,Fifth District Court of Appeal - Orfinger,,Yes,,1763,815,530,417,1
Citrus,201,Fifth District Court of Appeal - Orfinger,,No,,608,283,170,155,0
Citrus,201,Fifth District Court of Appeal - Sasso,,Yes,,1779,825,540,413,1
Citrus,201,Fifth District Court of Appeal - Sasso,,No,,594,272,163,159,0
Citrus,201,Fifth District Court of Appeal - Wallis,,Yes,,1800,830,541,428,1
Citrus,201,Fifth District Court of Appeal - Wallis,,No,,585,272,165,148,0
Citrus,201,School Board - District 2,,"Virginia ""Ginger"" Bryant",,1481,694,432,354,1
Citrus,201,School Board - District 2,,Danielle Damato Doty,,1018,462,317,239,0
Citrus,201,Mosquito Control Board Seat 2,,Stephanie Adams,,1061,504,294,263,0
Citrus,201,Mosquito Control Board Seat 2,,Theressa Foster West,,604,273,192,138,1
Citrus,201,Mosquito Control Board Seat 2,,Timothy R. Langer,,741,330,238,173,0
Citrus,201,No. 1 Citizenship Requirement to Vote,,Yes,,2325,1071,692,561,1
Citrus,201,No. 1 Citizenship Requirement to Vote,,No,,350,159,115,76,0
Citrus,201,No. 2 Raising FL Minimum Wage,,Yes,,1300,723,343,233,1
Citrus,201,No. 2 Raising FL Minimum Wage,,No,,1271,449,461,361,0
Citrus,201,No. 3 All Voters Vote in Primary,,Yes,,1481,756,414,310,1
Citrus,201,No. 3 All Voters Vote in Primary,,No,,1056,416,373,267,0
Citrus,201,No. 4 Voter Approval of Amendments,,Yes,,1282,582,405,294,1
Citrus,201,No. 4 Voter Approval of Amendments,,No,,1232,584,369,279,0
Citrus,201,No. 5 Limit Prop Tax Assessment,,Yes,,1864,851,578,434,1
Citrus,201,No. 5 Limit Prop Tax Assessment,,No,,689,307,209,173,0
Citrus,201,No. 6 Ad Valorem Tax,,Yes,,2358,1062,739,556,1
Citrus,201,No. 6 Ad Valorem Tax,,No,,282,135,78,69,0
Citrus,202,Registered Voters,,,,6273,,,,
Citrus,202,Ballots Cast,,,,5569,2596,2171,794,8
Citrus,202,Ballots Cast Blank,,,,184,81,71,31,1
Citrus,202,President,,Donald J. Trump,REP,3698,1362,1690,639,7
Citrus,202,President,,Joseph R. Biden,DEM,1808,1198,468,141,1
Citrus,202,President,,Jo Jorgensen,LPF,20,9,6,5,0
Citrus,202,President,,"Roque ""Rocky"" De La Fuente",REF,4,3,0,1,0
Citrus,202,President,,Gloria La Riva,PSL,0,0,0,0,0
Citrus,202,President,,Howie Hawkins,GRE,2,1,0,1,0
Citrus,202,President,,Don Blankenship,CPF,4,4,0,0,0
Citrus,202,President,,WRITE-IN,,10,6,1,3,0
Citrus,202,U.S. House,11,Daniel Webster,REP,3739,1405,1686,641,7
Citrus,202,U.S. House,11,Dana Marie Cottrell,DEM,1676,1119,435,121,1
Citrus,202,State House,34,Ralph E. Massullo Jr,REP,3972,1573,1742,650,7
Citrus,202,State House,34,Dushyant Jethagir Gosai,DEM,1361,909,348,103,1
Citrus,202,Sheriff,,Michael Prendergast,REP,3964,1612,1706,640,6
Citrus,202,Sheriff,,Lee Alexander,NPA,1405,869,404,130,2
Citrus,202,Property Appraiser,,Cregg Dalton,REP,3758,1491,1643,617,7
Citrus,202,Property Appraiser,,Rick Schroeder,NPA,1458,900,423,134,1
Citrus,202,Justice of the Supreme Court - Muniz,,Yes,,3679,1627,1511,535,6
Citrus,202,Justice of the Supreme Court - Muniz,,No,,1167,633,391,142,1
Citrus,202,Fifth District Court of Appeal - Evander,,Yes,,3764,1759,1471,530,4
Citrus,202,Fifth District Court of Appeal - Evander,,No,,1046,478,430,136,2
Citrus,202,Fifth District Court of Appeal - Harris,,Yes,,3766,1721,1504,537,4
Citrus,202,Fifth District Court of Appeal - Harris,,No,,992,495,372,123,2
Citrus,202,Fifth District Court of Appeal - Orfinger,,Yes,,3684,1714,1440,525,5
Citrus,202,Fifth District Court of Appeal - Orfinger,,No,,1078,504,433,139,2
Citrus,202,Fifth District Court of Appeal - Sasso,,Yes,,3742,1714,1498,527,3
Citrus,202,Fifth District Court of Appeal - Sasso,,No,,1017,505,377,132,3
Citrus,202,Fifth District Court of Appeal - Wallis,,Yes,,3728,1697,1494,532,5
Citrus,202,Fifth District Court of Appeal - Wallis,,No,,1037,521,382,132,2
Citrus,202,School Board - District 2,,"Virginia ""Ginger"" Bryant",,2883,1367,1121,393,2
Citrus,202,School Board - District 2,,Danielle Damato Doty,,2111,964,833,309,5
Citrus,202,Mosquito Control Board Seat 2,,Stephanie Adams,,2082,1019,772,286,5
Citrus,202,Mosquito Control Board Seat 2,,Theressa Foster West,,1356,577,563,215,1
Citrus,202,Mosquito Control Board Seat 2,,Timothy R. Langer,,1247,592,495,159,1
Citrus,202,No. 1 Citizenship Requirement to Vote,,Yes,,4474,2033,1778,656,7
Citrus,202,No. 1 Citizenship Requirement to Vote,,No,,873,486,290,96,1
Citrus,202,No. 2 Raising FL Minimum Wage,,Yes,,2562,1436,849,274,3
Citrus,202,No. 2 Raising FL Minimum Wage,,No,,2626,958,1190,475,3
Citrus,202,No. 3 All Voters Vote in Primary,,Yes,,2754,1400,992,357,5
Citrus,202,No. 3 All Voters Vote in Primary,,No,,2391,977,1031,382,1
Citrus,202,No. 4 Voter Approval of Amendments,,Yes,,2376,991,1008,373,4
Citrus,202,No. 4 Voter Approval of Amendments,,No,,2726,1370,997,357,2
Citrus,202,No. 5 Limit Prop Tax Assessment,,Yes,,3782,1758,1482,536,6
Citrus,202,No. 5 Limit Prop Tax Assessment,,No,,1365,622,549,193,1
Citrus,202,No. 6 Ad Valorem Tax,,Yes,,4698,2157,1868,666,7
Citrus,202,No. 6 Ad Valorem Tax,,No,,610,296,222,92,0
Citrus,203,Registered Voters,,,,3035,,,,
Citrus,203,Ballots Cast,,,,2558,1177,1062,310,9
Citrus,203,Ballots Cast Blank,,,,114,34,62,18,0
Citrus,203,President,,Donald J. Trump,REP,1645,566,824,247,8
Citrus,203,President,,Joseph R. Biden,DEM,879,592,233,53,1
Citrus,203,President,,Jo Jorgensen,LPF,15,6,2,7,0
Citrus,203,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
Citrus,203,President,,Gloria La Riva,PSL,0,0,0,0,0
Citrus,203,President,,Howie Hawkins,GRE,4,2,1,1,0
Citrus,203,President,,Don Blankenship,CPF,2,1,1,0,0
Citrus,203,President,,WRITE-IN,,7,5,0,2,0
Citrus,203,U.S. House,11,Daniel Webster,REP,1606,560,796,242,8
Citrus,203,U.S. House,11,Dana Marie Cottrell,DEM,866,578,232,55,1
Citrus,203,State House,34,Ralph E. Massullo Jr,REP,1745,664,820,253,8
Citrus,203,State House,34,Dushyant Jethagir Gosai,DEM,682,459,180,42,1
Citrus,203,Sheriff,,Michael Prendergast,REP,1863,756,848,251,8
Citrus,203,Sheriff,,Lee Alexander,NPA,598,373,175,49,1
Citrus,203,Property Appraiser,,Cregg Dalton,REP,1664,639,795,222,8
Citrus,203,Property Appraiser,,Rick Schroeder,NPA,725,448,212,64,1
Citrus,203,Justice of the Supreme Court - Muniz,,Yes,,1687,765,702,215,5
Citrus,203,Justice of the Supreme Court - Muniz,,No,,530,278,193,57,2
Citrus,203,Fifth District Court of Appeal - Evander,,Yes,,1714,794,704,213,3
Citrus,203,Fifth District Court of Appeal - Evander,,No,,476,236,180,56,4
Citrus,203,Fifth District Court of Appeal - Harris,,Yes,,1682,783,688,207,4
Citrus,203,Fifth District Court of Appeal - Harris,,No,,490,242,188,57,3
Citrus,203,Fifth District Court of Appeal - Orfinger,,Yes,,1667,782,686,195,4
Citrus,203,Fifth District Court of Appeal - Orfinger,,No,,508,243,193,69,3
Citrus,203,Fifth District Court of Appeal - Sasso,,Yes,,1704,793,695,210,6
Citrus,203,Fifth District Court of Appeal - Sasso,,No,,470,234,183,52,1
Citrus,203,Fifth District Court of Appeal - Wallis,,Yes,,1689,782,699,204,4
Citrus,203,Fifth District Court of Appeal - Wallis,,No,,489,246,179,61,3
Citrus,203,School Board - District 2,,"Virginia ""Ginger"" Bryant",,1287,586,561,137,3
Citrus,203,School Board - District 2,,Danielle Damato Doty,,979,480,359,136,4
Citrus,203,Mosquito Control Board Seat 2,,Stephanie Adams,,993,475,404,109,5
Citrus,203,Mosquito Control Board Seat 2,,Theressa Foster West,,639,283,268,88,0
Citrus,203,Mosquito Control Board Seat 2,,Timothy R. Langer,,528,244,215,68,1
Citrus,203,No. 1 Citizenship Requirement to Vote,,Yes,,2073,950,852,263,8
Citrus,203,No. 1 Citizenship Requirement to Vote,,No,,358,179,146,32,1
Citrus,203,No. 2 Raising FL Minimum Wage,,Yes,,1417,754,518,141,4
Citrus,203,No. 2 Raising FL Minimum Wage,,No,,938,315,467,151,5
Citrus,203,No. 3 All Voters Vote in Primary,,Yes,,1413,677,556,176,4
Citrus,203,No. 3 All Voters Vote in Primary,,No,,896,372,411,108,5
Citrus,203,No. 4 Voter Approval of Amendments,,Yes,,1157,486,511,154,6
Citrus,203,No. 4 Voter Approval of Amendments,,No,,1139,563,448,126,2
Citrus,203,No. 5 Limit Prop Tax Assessment,,Yes,,1722,798,711,205,8
Citrus,203,No. 5 Limit Prop Tax Assessment,,No,,579,270,244,64,1
Citrus,203,No. 6 Ad Valorem Tax,,Yes,,2168,1008,892,260,8
Citrus,203,No. 6 Ad Valorem Tax,,No,,243,108,105,29,1
Citrus,204,Registered Voters,,,,3694,,,,
Citrus,204,Ballots Cast,,,,3276,1667,1197,411,1
Citrus,204,Ballots Cast Blank,,,,104,35,46,22,1
Citrus,204,President,,Donald J. Trump,REP,2164,851,949,364,0
Citrus,204,President,,Joseph R. Biden,DEM,1077,793,240,43,1
Citrus,204,President,,Jo Jorgensen,LPF,8,4,1,3,0
Citrus,204,President,,"Roque ""Rocky"" De La Fuente",REF,1,0,1,0,0
Citrus,204,President,,Gloria La Riva,PSL,2,2,0,0,0
Citrus,204,President,,Howie Hawkins,GRE,3,3,0,0,0
Citrus,204,President,,Don Blankenship,CPF,2,1,1,0,0
Citrus,204,President,,WRITE-IN,,5,4,1,0,0
Citrus,204,U.S. House,11,Daniel Webster,REP,2214,899,956,359,0
Citrus,204,U.S. House,11,Dana Marie Cottrell,DEM,1003,738,219,45,1
Citrus,204,State House,34,Ralph E. Massullo Jr,REP,2382,1035,981,366,0
Citrus,204,State House,34,Dushyant Jethagir Gosai,DEM,802,595,176,30,1
Citrus,204,Sheriff,,Michael Prendergast,REP,2410,1103,974,333,0
Citrus,204,Sheriff,,Lee Alexander,NPA,767,503,195,69,0
Citrus,204,Property Appraiser,,Cregg Dalton,REP,2235,967,945,323,0
Citrus,204,Property Appraiser,,Rick Schroeder,NPA,857,591,203,63,0
Citrus,204,Justice of the Supreme Court - Muniz,,Yes,,2154,1050,841,263,0
Citrus,204,Justice of the Supreme Court - Muniz,,No,,710,430,198,82,0
Citrus,204,Fifth District Court of Appeal - Evander,,Yes,,2236,1148,818,270,0
Citrus,204,Fifth District Court of Appeal - Evander,,No,,599,316,213,70,0
Citrus,204,Fifth District Court of Appeal - Harris,,Yes,,2212,1114,831,267,0
Citrus,204,Fifth District Court of Appeal - Harris,,No,,604,338,193,73,0
Citrus,204,Fifth District Court of Appeal - Orfinger,,Yes,,2183,1109,814,260,0
Citrus,204,Fifth District Court of Appeal - Orfinger,,No,,628,343,206,79,0
Citrus,204,Fifth District Court of Appeal - Sasso,,Yes,,2178,1089,821,268,0
Citrus,204,Fifth District Court of Appeal - Sasso,,No,,632,358,203,71,0
Citrus,204,Fifth District Court of Appeal - Wallis,,Yes,,2211,1121,826,264,0
Citrus,204,Fifth District Court of Appeal - Wallis,,No,,608,334,200,74,0
Citrus,204,School Board - District 2,,"Virginia ""Ginger"" Bryant",,1573,824,560,189,0
Citrus,204,School Board - District 2,,Danielle Damato Doty,,1378,671,522,185,0
Citrus,204,Mosquito Control Board Seat 2,,Stephanie Adams,,1269,703,434,132,0
Citrus,204,Mosquito Control Board Seat 2,,Theressa Foster West,,827,391,329,107,0
Citrus,204,Mosquito Control Board Seat 2,,Timothy R. Langer,,669,313,252,104,0
Citrus,204,No. 1 Citizenship Requirement to Vote,,Yes,,2649,1292,997,360,0
Citrus,204,No. 1 Citizenship Requirement to Vote,,No,,503,323,148,32,0
Citrus,204,No. 2 Raising FL Minimum Wage,,Yes,,1537,966,429,142,0
Citrus,204,No. 2 Raising FL Minimum Wage,,No,,1535,588,704,243,0
Citrus,204,No. 3 All Voters Vote in Primary,,Yes,,1519,797,530,192,0
Citrus,204,No. 3 All Voters Vote in Primary,,No,,1518,736,597,185,0
Citrus,204,No. 4 Voter Approval of Amendments,,Yes,,1296,575,528,193,0
Citrus,204,No. 4 Voter Approval of Amendments,,No,,1718,954,588,176,0
Citrus,204,No. 5 Limit Prop Tax Assessment,,Yes,,2246,1120,845,281,0
