county,precinct,office,district,party,candidate,votes,election_day,absentee,early_voting,provisional
Broward,0043 C013,Sheriff,,NPA,"Charles ""Chuck"" Whatley",32,7,17,8,0
Broward,0043 C013,Sheriff,,,Write-ins,8,0,6,2,0
Broward,0043 C013,Supervisor of Elections,,REP,Catherine McBreen,527,83,214,229,1
Broward,0043 C013,Supervisor of Elections,,DEM,Joe Scott,442,29,299,114,0
Broward,0043 C013,Supervisor of Elections,,,Write-ins,3,0,2,1,0
Broward,0043 C013,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,524,67,258,199,0
Broward,0043 C013,Justice of the Supreme Court - Carlos G. Muniz,,,No.,317,26,191,99,1
Broward,0043 C013,Fourth District Court of Appeal - Alan O. Forst,,,Yes,541,71,277,193,0
Broward,0043 C013,Fourth District Court of Appeal - Alan O. Forst,,,No.,282,20,166,95,1
Broward,0043 C013,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,534,71,273,190,0
Broward,0043 C013,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,283,19,167,96,1
Broward,0043 C013,Fourth District Court of Appeal - Martha C. Warner,,,Yes,640,69,356,215,0
Broward,0043 C013,Fourth District Court of Appeal - Martha C. Warner,,,No.,179,21,84,73,1
Broward,0043 C013,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,515,67,251,197,0
Broward,0043 C013,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,266,23,171,72,0
Broward,0043 C013,School Board At Large - Seat 9,,,Debra Hixon.,619,66,344,209,0
Broward,0043 C013,School Board At Large - Seat 9,,,Jeff Holness,190,23,92,75,0
Broward,0043 C013,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,517,65,262,190,0
Broward,0043 C013,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,244,22,147,75,0
Broward,0043 C013,Mayor Pompano Beach,,,Rex Hardin,446,59,249,138,0
Broward,0043 C013,Mayor Pompano Beach,,,"Todd ""Bulldog"" Hennen",295,29,133,133,0
Broward,0043 C013,Mayor Pompano Beach,,,Joseph Wells,126,9,79,38,0
Broward,0043 C013,City Commissioner District 1 Pompano Beach,,,John Cavanaugh.,202,38,94,70,0
Broward,0043 C013,City Commissioner District 1 Pompano Beach,,,Tom Drum.,239,30,121,88,0
Broward,0043 C013,City Commissioner District 1 Pompano Beach,,,Andrea Leigh McGee,396,29,230,137,0
Broward,0043 C013,No. 1 Constitutional Amendment,,,Yes,747,97,365,284,1
Broward,0043 C013,No. 1 Constitutional Amendment,,,No.,190,12,126,52,0
Broward,0043 C013,No. 2 Constitutional Amendment,,,Yes,623,61,365,197,0
Broward,0043 C013,No. 2 Constitutional Amendment,,,No.,316,47,127,141,1
Broward,0043 C013,No. 3 Constitutional Amendment,,,Yes,572,80,310,182,0
Broward,0043 C013,No. 3 Constitutional Amendment,,,No.,342,24,170,147,1
Broward,0043 C013,No. 4 Constitutional Amendment,,,Yes,406,57,167,181,1
Broward,0043 C013,No. 4 Constitutional Amendment,,,No.,508,48,311,149,0
Broward,0043 C013,No. 5 Constitutional Amendment,,,Yes,645,81,323,240,1
Broward,0043 C013,No. 5 Constitutional Amendment,,,No.,205,18,120,67,0
Broward,0043 C013,No. 6 Constitutional Amendment,,,Yes,788,94,404,289,1
Broward,0043 C013,No. 6 Constitutional Amendment,,,No.,129,13,76,40,0
Broward,0043 C013,Broward County Ballot Question,,,Yes,589,57,331,201,0
Broward,0043 C013,Broward County Ballot Question,,,No.,285,44,127,113,1
Broward,0043 C013,Broward County Charter Question,,,Yes,526,60,292,174,0
Broward,0043 C013,Broward County Charter Question,,,No.,320,36,156,127,1
Broward,0044 C014,Registered Voters,,,,1286,,,,
Broward,0044 C014,Ballots Cast,,,,1015,105,434,476,0
Broward,0044 C014,Ballots Cast Blank,,,,59,6,17,36,0
Broward,0044 C014,President,,REP,Donald J. Trump,582,79,159,344,0
Broward,0044 C014,President,,DEM,Joseph R. Biden,419,24,267,128,0
Broward,0044 C014,President,,LPF,Jo Jorgensen,8,2,3,3,0
Broward,0044 C014,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0044 C014,President,,PSL,Gloria La Riva,0,0,0,0,0
Broward,0044 C014,President,,GRE,Howie Hawkins,0,0,0,0,0
Broward,0044 C014,President,,CPF,Don Blankenship,0,0,0,0,0
Broward,0044 C014,President,,,Write-ins,2,0,2,0,0
Broward,0044 C014,U.S. House,22,REP,"James ""Jim"" Pruden",570,76,162,332,0
Broward,0044 C014,U.S. House,22,DEM,Ted Deutch,407,26,257,124,0
Broward,0044 C014,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,586,78,174,334,0
Broward,0044 C014,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,378,21,244,113,0
Broward,0044 C014,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,551,41,314,196,0
Broward,0044 C014,Public Defender - 17th Judicial Circuit,,,Write-ins,55,9,9,37,0
Broward,0044 C014,State House,93,REP,Chip LaMarca,610,80,190,340,0
Broward,0044 C014,State House,93,DEM,Linda Thompson Gonzalez,367,20,232,115,0
Broward,0044 C014,Sheriff,,REP,H. Wayne Clark,513,69,147,297,0
Broward,0044 C014,Sheriff,,DEM,Gregory Tony,396,26,240,130,0
Broward,0044 C014,Sheriff,,NPA,"Charles ""Chuck"" Whatley",45,7,23,15,0
Broward,0044 C014,Sheriff,,,Write-ins,2,0,1,1,0
Broward,0044 C014,Supervisor of Elections,,REP,Catherine McBreen,561,76,162,323,0
Broward,0044 C014,Supervisor of Elections,,DEM,Joe Scott,409,24,259,126,0
Broward,0044 C014,Supervisor of Elections,,,Write-ins,0,0,0,0,0
Broward,0044 C014,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,549,71,209,269,0
Broward,0044 C014,Justice of the Supreme Court - Carlos G. Muniz,,,No.,309,20,171,118,0
Broward,0044 C014,Fourth District Court of Appeal - Alan O. Forst,,,Yes,575,72,229,274,0
Broward,0044 C014,Fourth District Court of Appeal - Alan O. Forst,,,No.,264,19,144,101,0
Broward,0044 C014,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,579,72,226,281,0
Broward,0044 C014,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,259,17,146,96,0
Broward,0044 C014,Fourth District Court of Appeal - Martha C. Warner,,,Yes,635,66,291,278,0
Broward,0044 C014,Fourth District Court of Appeal - Martha C. Warner,,,No.,201,23,81,97,0
Broward,0044 C014,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,554,70,215,269,0
Broward,0044 C014,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,259,17,147,95,0
Broward,0044 C014,School Board At Large - Seat 9,,,Debra Hixon.,610,55,283,272,0
Broward,0044 C014,School Board At Large - Seat 9,,,Jeff Holness,217,30,92,95,0
Broward,0044 C014,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,551,64,225,262,0
Broward,0044 C014,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,255,20,141,94,0
Broward,0044 C014,Mayor Pompano Beach,,,Rex Hardin,419,32,209,178,0
Broward,0044 C014,Mayor Pompano Beach,,,"Todd ""Bulldog"" Hennen",373,59,126,188,0
Broward,0044 C014,Mayor Pompano Beach,,,Joseph Wells,120,6,61,53,0
Broward,0044 C014,City Commissioner District 1 Pompano Beach,,,John Cavanaugh.,155,17,73,65,0
Broward,0044 C014,City Commissioner District 1 Pompano Beach,,,Tom Drum.,320,34,143,143,0
Broward,0044 C014,City Commissioner District 1 Pompano Beach,,,Andrea Leigh McGee,433,41,179,213,0
Broward,0044 C014,No. 1 Constitutional Amendment,,,Yes,770,91,296,383,0
Broward,0044 C014,No. 1 Constitutional Amendment,,,No.,174,8,111,55,0
Broward,0044 C014,No. 2 Constitutional Amendment,,,Yes,573,43,300,230,0
Broward,0044 C014,No. 2 Constitutional Amendment,,,No.,367,56,106,205,0
Broward,0044 C014,No. 3 Constitutional Amendment,,,Yes,546,52,270,224,0
Broward,0044 C014,No. 3 Constitutional Amendment,,,No.,381,43,133,205,0
Broward,0044 C014,No. 4 Constitutional Amendment,,,Yes,461,68,156,237,0
Broward,0044 C014,No. 4 Constitutional Amendment,,,No.,447,28,233,186,0
Broward,0044 C014,No. 5 Constitutional Amendment,,,Yes,644,68,283,293,0
Broward,0044 C014,No. 5 Constitutional Amendment,,,No.,205,20,91,94,0
Broward,0044 C014,No. 6 Constitutional Amendment,,,Yes,819,87,353,379,0
Broward,0044 C014,No. 6 Constitutional Amendment,,,No.,96,9,41,46,0
Broward,0044 C014,Broward County Ballot Question,,,Yes,578,61,266,251,0
Broward,0044 C014,Broward County Ballot Question,,,No.,298,26,118,154,0
Broward,0044 C014,Broward County Charter Question,,,Yes,487,50,226,211,0
Broward,0044 C014,Broward County Charter Question,,,No.,378,37,153,188,0
Broward,0045 C015,Registered Voters,,,,2825,,,,
Broward,0045 C015,Ballots Cast,,,,1796,191,717,888,0
Broward,0045 C015,Ballots Cast Blank,,,,97,19,26,52,0
Broward,0045 C015,President,,REP,Donald J. Trump,171,36,49,86,0
Broward,0045 C015,President,,DEM,Joseph R. Biden,1603,152,651,800,0
Broward,0045 C015,President,,LPF,Jo Jorgensen,1,0,1,0,0
Broward,0045 C015,President,,REF,"Roque ""Rocky"" De La Fuente",1,0,1,0,0
Broward,0045 C015,President,,PSL,Gloria La Riva,1,1,0,0,0
Broward,0045 C015,President,,GRE,Howie Hawkins,1,0,1,0,0
Broward,0045 C015,President,,CPF,Don Blankenship,0,0,0,0,0
Broward,0045 C015,President,,,Write-ins,3,0,2,1,0
Broward,0045 C015,President,,REP,Greg Musselwhite,144,28,45,71,0
Broward,0045 C015,President,,DEM,Alcee L. Hastings,1615,155,663,797,0
Broward,0045 C015,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,157,29,54,74,0
Broward,0045 C015,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,1570,148,640,782,0
Broward,0045 C015,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,1637,161,678,798,0
Broward,0045 C015,Public Defender - 17th Judicial Circuit,,,Write-ins,18,1,6,11,0
Broward,0045 C015,State Representative - District 92,,DEM,Patricia Hawkins-Williams,1591,153,644,794,0
Broward,0045 C015,State Representative - District 92,,NPA,Nancy St. Clair,104,14,44,46,0
Broward,0045 C015,Sheriff,,REP,H. Wayne Clark,162,33,48,81,0
Broward,0045 C015,Sheriff,,DEM,Gregory Tony,1502,139,615,748,0
Broward,0045 C015,Sheriff,,NPA,"Charles ""Chuck"" Whatley",54,7,21,26,0
Broward,0045 C015,Sheriff,,,Write-ins,18,1,7,10,0
Broward,0045 C015,Supervisor of Elections,,REP,Catherine McBreen,148,28,51,69,0
Broward,0045 C015,Supervisor of Elections,,DEM,Joe Scott,1594,153,650,791,0
Broward,0045 C015,Supervisor of Elections,,,Write-ins,6,1,1,4,0
Broward,0045 C015,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,942,108,318,516,0
Broward,0045 C015,Justice of the Supreme Court - Carlos G. Muniz,,,No.,682,59,346,277,0
Broward,0045 C015,Fourth District Court of Appeal - Alan O. Forst,,,Yes,962,98,350,514,0
Broward,0045 C015,Fourth District Court of Appeal - Alan O. Forst,,,No.,638,60,305,273,0
Broward,0045 C015,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,942,102,343,497,0
Broward,0045 C015,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,655,57,313,285,0
Broward,0045 C015,Fourth District Court of Appeal - Martha C. Warner,,,Yes,1159,118,453,588,0
Broward,0045 C015,Fourth District Court of Appeal - Martha C. Warner,,,No.,432,37,202,193,0
Broward,0045 C015,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,353,55,110,188,0
Broward,0045 C015,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,1241,108,551,582,0
Broward,0045 C015,School Board At Large - Seat 9,,,Debra Hixon.,809,71,331,407,0
Broward,0045 C015,School Board At Large - Seat 9,,,Jeff Holness,821,93,337,391,0
Broward,0045 C015,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,1065,114,389,562,0
Broward,0045 C015,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,530,49,267,214,0
Broward,0045 C015,Mayor Pompano Beach,,,Rex Hardin,553,66,227,260,0
Broward,0045 C015,Mayor Pompano Beach,,,"Todd ""Bulldog"" Hennen",199,22,83,94,0
Broward,0045 C015,Mayor Pompano Beach,,,Joseph Wells,899,82,368,449,0
Broward,0045 C015,City Commissioner District 4 Pompano Beach,,,Carmen Dixon Jones,529,70,207,252,0
Broward,0045 C015,City Commissioner District 4 Pompano Beach,,,Beverly Perkins,707,51,299,357,0
Broward,0045 C015,City Commissioner District 4 Pompano Beach,,,"Edward ""Ed"" W. Phillips.",409,50,169,190,0
Broward,0045 C015,City Commissioner District 5 Pompano Beach,,,Cyndy Floyd.,10,0,6,4,0
Broward,0045 C015,City Commissioner District 5 Pompano Beach,,,Barry Leonard Moss,7,1,4,2,0
Broward,0045 C015,No. 1 Constitutional Amendment,,,Yes,1300,146,503,651,0
Broward,0045 C015,No. 1 Constitutional Amendment,,,No.,350,22,165,163,0
Broward,0045 C015,No. 2 Constitutional Amendment,,,Yes,1509,150,625,734,0
Broward,0045 C015,No. 2 Constitutional Amendment,,,No.,148,19,51,78,0
Broward,0045 C015,No. 3 Constitutional Amendment,,,Yes,960,110,412,438,0
Broward,0045 C015,No. 3 Constitutional Amendment,,,No.,658,53,252,353,0
Broward,0045 C015,No. 4 Constitutional Amendment,,,Yes,784,107,301,376,0
Broward,0045 C015,No. 4 Constitutional Amendment,,,No.,865,60,370,435,0
Broward,0045 C015,No. 5 Constitutional Amendment,,,Yes,1045,104,453,488,0
Broward,0045 C015,No. 5 Constitutional Amendment,,,No.,517,49,184,284,0
Broward,0045 C015,No. 6 Constitutional Amendment,,,Yes,1301,121,580,600,0
Broward,0045 C015,No. 6 Constitutional Amendment,,,No.,343,43,92,208,0
Broward,0045 C015,Broward County Ballot Question,,,Yes,950,101,418,431,0
Broward,0045 C015,Broward County Ballot Question,,,No.,676,60,247,369,0
Broward,0045 C015,Broward County Charter Question,,,Yes,1097,112,460,525,0
Broward,0045 C015,Broward County Charter Question,,,No.,476,47,182,247,0
Broward,0046 C016,Registered Voters,,,,3342,,,,
Broward,0046 C016,Ballots Cast,,,,2626,353,1203,1070,0
Broward,0046 C016,Ballots Cast Blank,,,,174,37,59,78,0
Broward,0046 C016,President,,REP,Donald J. Trump,1408,233,504,671,0
Broward,0046 C016,President,,DEM,Joseph R. Biden,1182,113,681,388,0
Broward,0046 C016,President,,LPF,Jo Jorgensen,18,4,8,6,0
Broward,0046 C016,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0046 C016,President,,PSL,Gloria La Riva,0,0,0,0,0
Broward,0046 C016,President,,GRE,Howie Hawkins,4,2,1,1,0
Broward,0046 C016,President,,CPF,Don Blankenship,1,0,1,0,0
Broward,0046 C016,President,,,Write-ins,2,0,2,0,0
Broward,0046 C016,U.S. House,22,REP,"James ""Jim"" Pruden",1369,206,504,659,0
Broward,0046 C016,U.S. House,22,DEM,Ted Deutch,1156,118,661,377,0
Broward,0046 C016,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,1418,213,530,675,0
Broward,0046 C016,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,1045,105,598,342,0
Broward,0046 C016,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,1549,182,834,533,0
Broward,0046 C016,Public Defender - 17th Judicial Circuit,,,Write-ins,120,25,36,59,0
Broward,0046 C016,State House,93,REP,Chip LaMarca,1490,223,562,705,0
Broward,0046 C016,State House,93,DEM,Linda Thompson Gonzalez,1015,102,584,329,0
Broward,0046 C016,Sheriff,,REP,H. Wayne Clark,1243,181,461,601,0
Broward,0046 C016,Sheriff,,DEM,Gregory Tony,1113,122,601,390,0
Broward,0046 C016,Sheriff,,NPA,"Charles ""Chuck"" Whatley",120,21,67,32,0
Broward,0046 C016,Sheriff,,,Write-ins,8,0,7,1,0
Broward,0046 C016,Supervisor of Elections,,REP,Catherine McBreen,1350,208,492,650,0
Broward,0046 C016,Supervisor of Elections,,DEM,Joe Scott,1122,110,644,368,0
Broward,0046 C016,Supervisor of Elections,,,Write-ins,6,1,4,1,0
Broward,0046 C016,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,1450,198,629,623,0
Broward,0046 C016,Justice of the Supreme Court - Carlos G. Muniz,,,No.,761,79,428,254,0
Broward,0046 C016,Fourth District Court of Appeal - Alan O. Forst,,,Yes,1494,189,675,630,0
Broward,0046 C016,Fourth District Court of Appeal - Alan O. Forst,,,No.,674,82,360,232,0
Broward,0046 C016,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,1450,191,650,609,0
Broward,0046 C016,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,706,77,381,248,0
Broward,0046 C016,Fourth District Court of Appeal - Martha C. Warner,,,Yes,1717,198,839,680,0
Broward,0046 C016,Fourth District Court of Appeal - Martha C. Warner,,,No.,449,68,201,180,0
Broward,0046 C016,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,1339,175,626,538,0
Broward,0046 C016,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,731,87,379,265,0
Broward,0046 C016,School Board At Large - Seat 9,,,Debra Hixon.,1640,193,797,650,0
Broward,0046 C016,School Board At Large - Seat 9,,,Jeff Holness,498,77,226,195,0
Broward,0046 C016,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,1455,184,658,613,0
Broward,0046 C016,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,630,76,338,216,0
Broward,0046 C016,Mayor Pompano Beach,,,Rex Hardin,1244,126,634,484,0
Broward,0046 C016,Mayor Pompano Beach,,,"Todd ""Bulldog"" Hennen",819,147,314,358,0
Broward,0046 C016,Mayor Pompano Beach,,,Joseph Wells,308,38,142,128,0
Broward,0046 C016,City Commissioner District 3 Pompano Beach,,,Dan Caradonna,775,105,342,328,0
Broward,0046 C016,City Commissioner District 3 Pompano Beach,,,Tom McMahon.,1463,189,701,573,0
Broward,0046 C016,No. 1 Constitutional Amendment,,,Yes,1896,274,820,802,0
Broward,0046 C016,No. 1 Constitutional Amendment,,,No.,515,46,280,189,0
Broward,0046 C016,No. 2 Constitutional Amendment,,,Yes,1469,179,755,535,0
Broward,0046 C016,No. 2 Constitutional Amendment,,,No.,935,141,347,447,0
Broward,0046 C016,No. 3 Constitutional Amendment,,,Yes,1312,175,656,481,0
Broward,0046 C016,No. 3 Constitutional Amendment,,,No.,1033,133,426,474,0
Broward,0046 C016,No. 4 Constitutional Amendment,,,Yes,1048,185,397,466,0
Broward,0046 C016,No. 4 Constitutional Amendment,,,No.,1284,115,684,485,0
Broward,0046 C016,No. 5 Constitutional Amendment,,,Yes,1694,224,793,677,0
Broward,0046 C016,No. 5 Constitutional Amendment,,,No.,524,60,248,216,0
Broward,0046 C016,No. 6 Constitutional Amendment,,,Yes,2110,279,972,859,0
Broward,0046 C016,No. 6 Constitutional Amendment,,,No.,237,24,113,100,0
Broward,0046 C016,Broward County Ballot Question,,,Yes,1469,189,709,571,0
Broward,0046 C016,Broward County Ballot Question,,,No.,747,94,332,321,0
Broward,0046 C016,Broward County Charter Question,,,Yes,1183,168,579,436,0
Broward,0046 C016,Broward County Charter Question,,,No.,1035,118,458,459,0
Broward,0047 C017,Registered Voters,,,,1219,,,,
Broward,0047 C017,Ballots Cast,,,,999,194,427,377,1
Broward,0047 C017,Ballots Cast Blank,,,,57,13,18,26,0
Broward,0047 C017,President,,REP,Donald J. Trump,606,145,200,260,1
Broward,0047 C017,President,,DEM,Joseph R. Biden,376,47,215,114,0
Broward,0047 C017,President,,LPF,Jo Jorgensen,3,0,2,1,0
Broward,0047 C017,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0047 C017,President,,PSL,Gloria La Riva,0,0,0,0,0
Broward,0047 C017,President,,GRE,Howie Hawkins,2,0,2,0,0
Broward,0047 C017,President,,CPF,Don Blankenship,0,0,0,0,0
Broward,0047 C017,President,,,Write-ins,6,1,3,2,0
Broward,0047 C017,U.S. House,22,REP,"James ""Jim"" Pruden",593,141,198,253,1
Broward,0047 C017,U.S. House,22,DEM,Ted Deutch,374,46,217,111,0
Broward,0047 C017,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,615,142,217,255,1
Broward,0047 C017,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,336,41,193,102,0
Broward,0047 C017,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,515,83,272,159,1
Broward,0047 C017,Public Defender - 17th Judicial Circuit,,,Write-ins,47,16,9,22,0
Broward,0047 C017,State House,93,REP,Chip LaMarca,632,139,222,270,1
Broward,0047 C017,State House,93,DEM,Linda Thompson Gonzalez,331,47,192,92,0
Broward,0047 C017,Sheriff,,REP,H. Wayne Clark,546,123,189,233,1
Broward,0047 C017,Sheriff,,DEM,Gregory Tony,346,48,190,108,0
Broward,0047 C017,Sheriff,,NPA,"Charles ""Chuck"" Whatley",35,10,17,8,0
Broward,0047 C017,Sheriff,,,Write-ins,4,0,3,1,0
Broward,0047 C017,Supervisor of Elections,,REP,Catherine McBreen,591,142,202,246,1
Broward,0047 C017,Supervisor of Elections,,DEM,Joe Scott,357,40,211,106,0
Broward,0047 C017,Supervisor of Elections,,,Write-ins,1,1,0,0,0
Broward,0047 C017,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,573,115,224,233,1
Broward,0047 C017,Justice of the Supreme Court - Carlos G. Muniz,,,No.,266,42,142,82,0
Broward,0047 C017,Fourth District Court of Appeal - Alan O. Forst,,,Yes,590,112,244,233,1
Broward,0047 C017,Fourth District Court of Appeal - Alan O. Forst,,,No.,241,43,121,77,0
Broward,0047 C017,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,581,111,239,230,1
Broward,0047 C017,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,245,40,126,79,0
Broward,0047 C017,Fourth District Court of Appeal - Martha C. Warner,,,Yes,666,119,299,247,1
Broward,0047 C017,Fourth District Court of Appeal - Martha C. Warner,,,No.,160,35,67,58,0
Broward,0047 C017,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,599,122,239,238,0
Broward,0047 C017,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,209,29,117,62,1
Broward,0047 C017,School Board At Large - Seat 9,,,Debra Hixon.,619,111,276,231,1
Broward,0047 C017,School Board At Large - Seat 9,,,Jeff Holness,185,40,74,71,0
Broward,0047 C017,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,548,112,208,228,0
Broward,0047 C017,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,221,30,130,60,1
Broward,0047 C017,Mayor Pompano Beach,,,Rex Hardin,470,90,217,163,0
Broward,0047 C017,Mayor Pompano Beach,,,"Todd ""Bulldog"" Hennen",331,61,127,143,0
Broward,0047 C017,Mayor Pompano Beach,,,Joseph Wells,87,17,43,26,1
Broward,0047 C017,City Commissioner District 1 Pompano Beach,,,John Cavanaugh.,180,50,72,58,0
Broward,0047 C017,City Commissioner District 1 Pompano Beach,,,Tom Drum.,215,45,85,85,0
Broward,0047 C017,City Commissioner District 1 Pompano Beach,,,Andrea Leigh McGee,455,67,223,164,1
Broward,0047 C017,No. 1 Constitutional Amendment,,,Yes,735,157,294,283,1
Broward,0047 C017,No. 1 Constitutional Amendment,,,No.,205,27,110,68,0
Broward,0047 C017,No. 2 Constitutional Amendment,,,Yes,515,81,266,167,1
Broward,0047 C017,No. 2 Constitutional Amendment,,,No.,423,103,138,182,0
Broward,0047 C017,No. 3 Constitutional Amendment,,,Yes,484,102,230,151,1
Broward,0047 C017,No. 3 Constitutional Amendment,,,No.,427,78,163,186,0
Broward,0047 C017,No. 4 Constitutional Amendment,,,Yes,403,103,145,155,0
Broward,0047 C017,No. 4 Constitutional Amendment,,,No.,498,75,243,179,1
Broward,0047 C017,No. 5 Constitutional Amendment,,,Yes,655,123,280,251,1
Broward,0047 C017,No. 5 Constitutional Amendment,,,No.,198,47,84,67,0
Broward,0047 C017,No. 6 Constitutional Amendment,,,Yes,799,151,349,298,1
Broward,0047 C017,No. 6 Constitutional Amendment,,,No.,108,31,41,36,0
Broward,0047 C017,Broward County Ballot Question,,,Yes,556,105,258,192,1
Broward,0047 C017,Broward County Ballot Question,,,No.,307,68,118,121,0
Broward,0047 C017,Broward County Charter Question,,,Yes,404,75,201,128,0
Broward,0047 C017,Broward County Charter Question,,,No.,469,101,172,195,1
Broward,0048 C018,Registered Voters,,,,1712,,,,
Broward,0048 C018,Ballots Cast,,,,1376,192,604,579,1
Broward,0048 C018,Ballots Cast Blank,,,,97,15,30,52,0
Broward,0048 C018,President,,REP,Donald J. Trump,783,141,253,388,1
Broward,0048 C018,President,,DEM,Joseph R. Biden,580,49,346,185,0
Broward,0048 C018,President,,LPF,Jo Jorgensen,3,1,1,1,0
Broward,0048 C018,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0048 C018,President,,PSL,Gloria La Riva,0,0,0,0,0
Broward,0048 C018,President,,GRE,Howie Hawkins,1,0,1,0,0
Broward,0048 C018,President,,CPF,Don Blankenship,0,0,0,0,0
Broward,0048 C018,President,,,Write-ins,3,1,0,2,0
Broward,0048 C018,U.S. House,22,REP,"James ""Jim"" Pruden",754,137,243,373,1
Broward,0048 C018,U.S. House,22,DEM,Ted Deutch,565,47,335,183,0
Broward,0048 C018,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,777,135,261,380,1
Broward,0048 C018,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,521,43,306,172,0
Broward,0048 C018,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,722,81,389,252,0
Broward,0048 C018,Public Defender - 17th Judicial Circuit,,,Write-ins,64,8,14,42,0
Broward,0048 C018,State House,93,REP,Chip LaMarca,839,147,294,397,1
Broward,0048 C018,State House,93,DEM,Linda Thompson Gonzalez,483,40,278,165,0
Broward,0048 C018,Sheriff,,REP,H. Wayne Clark,702,118,238,345,1
Broward,0048 C018,Sheriff,,DEM,Gregory Tony,532,45,299,188,0
Broward,0048 C018,Sheriff,,NPA,"Charles ""Chuck"" Whatley",52,14,20,18,0
Broward,0048 C018,Sheriff,,,Write-ins,10,1,8,1,0
Broward,0048 C018,Supervisor of Elections,,REP,Catherine McBreen,751,131,255,364,1
Broward,0048 C018,Supervisor of Elections,,DEM,Joe Scott,543,47,312,184,0
Broward,0048 C018,Supervisor of Elections,,,Write-ins,6,1,2,3,0
Broward,0048 C018,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,761,106,313,341,1
Broward,0048 C018,Justice of the Supreme Court - Carlos G. Muniz,,,No.,385,43,209,133,0
Broward,0048 C018,Fourth District Court of Appeal - Alan O. Forst,,,Yes,753,94,326,332,1
Broward,0048 C018,Fourth District Court of Appeal - Alan O. Forst,,,No.,363,51,183,129,0
Broward,0048 C018,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,747,94,313,339,1
Broward,0048 C018,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,365,48,195,122,0
Broward,0048 C018,Fourth District Court of Appeal - Martha C. Warner,,,Yes,858,104,392,361,1
Broward,0048 C018,Fourth District Court of Appeal - Martha C. Warner,,,No.,254,42,116,96,0
